Block,Seq,Start,End,Strand
8,NZ_CP009902.1,4840315,4832739,-
8,NZ_CP001974.2,2252671,2260244,+
8,NZ_CP022044.1,5052823,5060396,+
8,NZ_CP008854.1,2251549,2259123,+
8,NZ_CP009464.1,4073354,4065782,-
8,NZ_CP047097.1,1402638,1410211,+
8,NZ_CP007666.1,1125214,1132786,+
8,NZ_CP008846.1,2239228,2246800,+
8,NZ_CP009341.1,4780037,4787609,+
8,NZ_CP012728.1,2252532,2260105,+
8,NZ_CP015779.1,2252485,2260058,+
8,NZ_AP018443.1,2243085,2250657,+
8,NZ_CP012725.1,2252533,2260106,+
8,NZ_CP012729.1,2252532,2260105,+
8,NC_007530.2,2252553,2260126,+
8,NZ_CP047099.1,2630056,2637629,+
8,NZ_CP009700.1,124158,116586,-
8,NZ_CP001974.1,2251925,2259498,+
8,NC_017729.1,2242828,2250400,+
8,NZ_CP012720.1,2252533,2260106,+
8,NZ_CP012726.1,2252531,2260104,+
8,NC_003997.3,2252429,2260002,+
8,NZ_CP009541.1,373487,365914,-
8,NZ_CP012723.1,2252533,2260106,+
8,NZ_CP029323.1,2239509,2247081,+
8,NZ_CP008853.1,2251992,2259560,+
8,NZ_CP009476.1,523214,515647,-
8,NZ_CP012722.1,2252533,2260106,+
8,NC_005945.1,2252535,2260108,+
8,NZ_CP047104.1,11196,18769,+
8,NZ_CP001970.1,2252435,2260008,+
1,NZ_CP009697.1,555,5695,+
1,NZ_CP009328.1,800282,805421,+
1,NZ_CP009315.1,3812306,3817446,+
1,NZ_AP019731.1,904810,909950,+
1,NZ_AP014833.1,3462275,3457135,-
1,NZ_CP047098.1,384342,379202,-
1,NZ_CP009325.1,3204890,3199749,-
1,NZ_CP019588.1,2007607,2012747,+
1,NZ_CP009544.1,2867658,2862518,-
1,NZ_CP012730.1,2007605,2012745,+
1,NZ_CP012724.1,2007604,2012744,+
1,NZ_CP009331.1,4669287,4664146,-
1,NZ_CP009598.1,2856794,2851654,-
1,NC_012659.1,2007560,2012700,+
1,NZ_CP047107.1,4979577,4974437,-
1,NZ_CP018903.1,2007697,2012837,+
1,NZ_CP012727.1,2007603,2012743,+
1,NZ_CP047131.1,1994279,1999419,+
1,NZ_CP014179.1,2007660,2012800,+
1,NZ_CP009981.1,2483909,2478769,-
1,NZ_CP023001.1,5000688,5005828,+
1,NZ_CP012721.1,2007604,2012744,+
1,NZ_CP010852.1,2261853,2266993,+
1,NZ_CP031642.1,2034210,2039297,+
1,NC_012581.1,2231587,2226448,-
1,NZ_CP029805.1,2007663,2012803,+
1,NZ_CP010322.1,4953218,4958358,+
1,NZ_CP031643.1,2062719,2067858,+
1,NZ_CP047111.1,865377,860237,-
1,NZ_CP007618.1,2014442,2009302,-
1,NZ_CP001970.2,2007726,2012866,+
1,NZ_CP006742.1,1994191,1999331,+
1,NZ_CP009902.1,5085194,5080055,-
1,NZ_CP001974.2,2007700,2012840,+
1,NZ_CP022044.1,4807894,4813034,+
1,NZ_CP008854.1,2006686,2011826,+
1,NZ_CP009464.1,4318284,4313145,-
1,NZ_CP047097.1,1157745,1162885,+
1,NZ_CP007666.1,880246,885385,+
1,NZ_CP008846.1,1994265,1999405,+
1,NZ_CP009341.1,4535060,4540200,+
1,NZ_CP012728.1,2007603,2012743,+
1,NZ_CP015779.1,2007592,2012732,+
1,NZ_AP018443.1,1998184,2003324,+
1,NZ_CP012725.1,2007604,2012744,+
1,NZ_CP012729.1,2007603,2012743,+
1,NC_007530.2,2007660,2012800,+
1,NZ_CP047099.1,2385163,2390303,+
1,NZ_CP009700.1,369072,363932,-
1,NZ_CP001974.1,2007142,2012282,+
1,NC_017729.1,1997942,2003082,+
1,NZ_CP012720.1,2007604,2012744,+
1,NZ_CP012726.1,2007602,2012742,+
1,NC_003997.3,2007536,2012676,+
1,NZ_CP009541.1,618416,613276,-
1,NZ_CP012723.1,2007604,2012744,+
1,NZ_CP029323.1,1994606,1999746,+
1,NZ_CP008853.1,2007047,2012188,+
1,NZ_CP009476.1,752821,747681,-
1,NZ_CP012722.1,2007604,2012744,+
1,NC_005945.1,2007606,2012746,+
1,NZ_CP047104.1,4993757,4998897,+
1,NZ_CP001970.1,2007538,2012678,+
4,NZ_CP009697.1,69834,148010,+
4,NZ_CP009328.1,869559,947736,+
4,NZ_CP009315.1,3881585,3959762,+
4,NZ_AP019731.1,974087,1052260,+
4,NZ_AP014833.1,3392996,3314820,-
4,NZ_CP047098.1,315063,236886,-
4,NZ_CP009325.1,3135610,3057434,-
4,NZ_CP019588.1,2076844,2155021,+
4,NZ_CP009544.1,2798252,2720074,-
4,NZ_CP012730.1,2076842,2155019,+
4,NZ_CP012724.1,2076841,2155018,+
4,NZ_CP009331.1,4600023,4521844,-
4,NZ_CP009598.1,2787388,2709209,-
4,NC_012659.1,2076839,2155016,+
4,NZ_CP047107.1,4910298,4832119,-
4,NZ_CP018903.1,2076975,2155150,+
4,NZ_CP012727.1,2076840,2155017,+
4,NZ_CP047131.1,2063558,2141733,+
4,NZ_CP014179.1,2076939,2155116,+
4,NZ_CP009981.1,2414630,2336453,-
4,NZ_CP023001.1,5069965,5148142,+
4,NZ_CP012721.1,2076841,2155018,+
4,NZ_CP010852.1,2331132,2409308,+
4,NZ_CP031642.1,2101972,2180592,+
4,NC_012581.1,2162309,2084132,-
4,NZ_CP029805.1,2076942,2155041,+
4,NZ_CP010322.1,5022495,5100672,+
4,NZ_CP031643.1,2129139,2208254,+
4,NZ_CP047111.1,796098,717921,-
4,NZ_CP007618.1,1945149,1866974,-
4,NZ_CP001970.2,2077004,2155181,+
4,NZ_CP006742.1,2063470,2141644,+
4,NZ_CP009902.1,5015904,4937736,-
4,NZ_CP001974.2,2076979,2155156,+
4,NZ_CP022044.1,4877131,4955308,+
4,NZ_CP008854.1,2075829,2154004,+
4,NZ_CP009464.1,4249006,4170829,-
4,NZ_CP047097.1,1227024,1305201,+
4,NZ_CP007666.1,949523,1027700,+
4,NZ_CP008846.1,2063543,2141718,+
4,NZ_CP009341.1,4604339,4682512,+
4,NZ_CP012728.1,2076840,2155017,+
4,NZ_CP015779.1,2076871,2155048,+
4,NZ_AP018443.1,2067453,2145612,+
4,NZ_CP012725.1,2076841,2155018,+
4,NZ_CP012729.1,2076840,2155017,+
4,NC_007530.2,2076939,2155116,+
4,NZ_CP047099.1,2454442,2532619,+
4,NZ_CP009700.1,299793,221620,-
4,NZ_CP001974.1,2076233,2154411,+
4,NC_017729.1,2067134,2145309,+
4,NZ_CP012720.1,2076841,2155018,+
4,NZ_CP012726.1,2076839,2155016,+
4,NC_003997.3,2076815,2154992,+
4,NZ_CP009541.1,549179,471002,-
4,NZ_CP012723.1,2076841,2155018,+
4,NZ_CP029323.1,2063883,2142058,+
4,NZ_CP008853.1,2076322,2154490,+
4,NZ_CP009476.1,698859,620723,-
4,NZ_CP012722.1,2076841,2155018,+
4,NC_005945.1,2076843,2155020,+
4,NZ_CP047104.1,5063036,5141213,+
4,NZ_CP001970.1,2076817,2154996,+
5,NZ_CP009697.1,156483,169132,+
5,NZ_CP009328.1,956218,968867,+
5,NZ_CP009315.1,3968244,3980893,+
5,NZ_AP019731.1,1060732,1073381,+
5,NZ_AP014833.1,3306338,3293689,-
5,NZ_CP047098.1,228404,215755,-
5,NZ_CP009325.1,3048952,3036303,-
5,NZ_CP019588.1,2163506,2176155,+
5,NZ_CP009544.1,2711592,2698943,-
5,NZ_CP012730.1,2163501,2176150,+
5,NZ_CP012724.1,2163500,2176149,+
5,NZ_CP009331.1,4513362,4500713,-
5,NZ_CP009598.1,2700727,2688078,-
5,NC_012659.1,2163498,2176147,+
5,NZ_CP047107.1,4823637,4810988,-
5,NZ_CP018903.1,2163623,2176272,+
5,NZ_CP012727.1,2163499,2176148,+
5,NZ_CP047131.1,2150206,2162855,+
5,NZ_CP014179.1,2163598,2176247,+
5,NZ_CP009981.1,2327971,2315322,-
5,NZ_CP023001.1,5156624,5169273,+
5,NZ_CP012721.1,2163500,2176149,+
5,NZ_CP010852.1,2417790,2430439,+
5,NZ_CP031642.1,2180594,2191882,+
5,NC_012581.1,2075650,2063002,-
5,NZ_CP029805.1,2163523,2176172,+
5,NZ_CP010322.1,5109154,5121803,+
5,NZ_CP031643.1,2208255,2221700,+
5,NZ_CP047111.1,709439,696790,-
5,NZ_CP007618.1,1858501,1845852,-
5,NZ_CP001970.2,2163663,2176312,+
5,NZ_CP006742.1,2150117,2162766,+
5,NZ_CP009902.1,4929263,4916614,-
5,NZ_CP001974.2,2163638,2176287,+
5,NZ_CP022044.1,4963790,4976439,+
5,NZ_CP008854.1,2162484,2175132,+
5,NZ_CP009464.1,4162347,4149698,-
5,NZ_CP047097.1,1313683,1326332,+
5,NZ_CP007666.1,1036182,1048831,+
5,NZ_CP008846.1,2150191,2162840,+
5,NZ_CP009341.1,4690994,4703643,+
5,NZ_CP012728.1,2163499,2176148,+
5,NZ_CP015779.1,2163530,2176179,+
5,NZ_AP018443.1,2154094,2166743,+
5,NZ_CP012725.1,2163500,2176149,+
5,NZ_CP012729.1,2163499,2176148,+
5,NC_007530.2,2163598,2176247,+
5,NZ_CP047099.1,2541101,2553750,+
5,NZ_CP009700.1,213147,200498,-
5,NZ_CP001974.1,2162892,2175542,+
5,NC_017729.1,2153784,2166433,+
5,NZ_CP012720.1,2163500,2176149,+
5,NZ_CP012726.1,2163498,2176147,+
5,NC_003997.3,2163474,2176123,+
5,NZ_CP009541.1,462520,449871,-
5,NZ_CP012723.1,2163500,2176149,+
5,NZ_CP029323.1,2150531,2163180,+
5,NZ_CP008853.1,2162971,2175618,+
5,NZ_CP009476.1,612241,599593,-
5,NZ_CP012722.1,2163500,2176149,+
5,NC_005945.1,2163502,2176151,+
5,NZ_CP047104.1,5149695,5162344,+
5,NZ_CP001970.1,2163479,2176128,+
6,NZ_CP009697.1,169549,224492,+
6,NZ_CP009328.1,969284,1024291,+
6,NZ_CP009315.1,3981310,4036313,+
6,NZ_AP019731.1,1073798,1128665,+
6,NZ_AP014833.1,3293272,3238264,-
6,NZ_CP047098.1,215338,160408,-
6,NZ_CP009325.1,3035886,2980892,-
6,NZ_CP019588.1,2176572,2231579,+
6,NZ_CP009544.1,2698526,2643519,-
6,NZ_CP012730.1,2176567,2231574,+
6,NZ_CP012724.1,2176566,2231573,+
6,NZ_CP009331.1,4500296,4445327,-
6,NZ_CP009598.1,2687661,2632653,-
6,NC_012659.1,2176564,2231493,+
6,NZ_CP047107.1,4810571,4755641,-
6,NZ_CP018903.1,2176689,2231557,+
6,NZ_CP012727.1,2176565,2231572,+
6,NZ_CP047131.1,2163272,2218215,+
6,NZ_CP014179.1,2176664,2231593,+
6,NZ_CP009981.1,2314905,2259975,-
6,NZ_CP023001.1,5169690,5224696,+
6,NZ_CP012721.1,2176566,2231573,+
6,NZ_CP010852.1,2430856,2485787,+
6,NZ_CP031642.1,2193707,2247837,+
6,NC_012581.1,2062585,2007617,-
6,NZ_CP029805.1,2176589,2231592,+
6,NZ_CP010322.1,5122220,5177222,+
6,NZ_CP031643.1,2222092,2276852,+
6,NZ_CP047111.1,696373,641443,-
6,NZ_CP007618.1,1845435,1790771,-
6,NZ_CP001970.2,2176729,2231736,+
6,NZ_CP006742.1,2163183,2218051,+
6,NZ_CP009902.1,4916197,4861273,-
6,NZ_CP001974.2,2176704,2231711,+
6,NZ_CP022044.1,4976856,5031863,+
6,NZ_CP008854.1,2175549,2230592,+
6,NZ_CP009464.1,4149281,4094312,-
6,NZ_CP047097.1,1326749,1381678,+
6,NZ_CP007666.1,1049248,1104255,+
6,NZ_CP008846.1,2163257,2218242,+
6,NZ_CP009341.1,4704060,4759066,+
6,NZ_CP012728.1,2176565,2231572,+
6,NZ_CP015779.1,2176596,2231525,+
6,NZ_AP018443.1,2167160,2222128,+
6,NZ_CP012725.1,2176566,2231573,+
6,NZ_CP012729.1,2176565,2231572,+
6,NC_007530.2,2176664,2231593,+
6,NZ_CP047099.1,2554167,2609096,+
6,NZ_CP009700.1,200081,145134,-
6,NZ_CP001974.1,2175959,2230965,+
6,NC_017729.1,2166850,2221868,+
6,NZ_CP012720.1,2176566,2231573,+
6,NZ_CP012726.1,2176564,2231571,+
6,NC_003997.3,2176540,2231469,+
6,NZ_CP009541.1,449454,394446,-
6,NZ_CP012723.1,2176566,2231573,+
6,NZ_CP029323.1,2163597,2218540,+
6,NZ_CP008853.1,2176035,2231034,+
6,NZ_CP009476.1,599176,544172,-
6,NZ_CP012722.1,2176566,2231573,+
6,NC_005945.1,2176568,2231575,+
6,NZ_CP047104.1,5162761,5217690,+
6,NZ_CP001970.1,2176545,2231475,+
17,NZ_CP009697.1,409020,421118,+
17,NZ_CP009328.1,1209279,1221377,+
17,NZ_CP009315.1,4221175,4233273,+
17,NZ_AP019731.1,1312412,1324488,+
17,NZ_AP014833.1,3053392,3041294,-
17,NZ_CP047098.1,5202954,5190856,-
17,NZ_CP009325.1,2795949,2783851,-
17,NZ_CP019588.1,2416400,2428497,+
17,NZ_CP009544.1,2458656,2446558,-
17,NZ_CP012730.1,2416394,2428491,+
17,NZ_CP012724.1,2416393,2428490,+
17,NZ_CP009331.1,4260401,4248303,-
17,NZ_CP009598.1,2447817,2435719,-
17,NC_012659.1,2416367,2428464,+
17,NZ_CP047107.1,4570768,4558670,-
17,NZ_CP018903.1,2416408,2428506,+
17,NZ_CP012727.1,2416392,2428489,+
17,NZ_CP047131.1,2402743,2414841,+
17,NZ_CP014179.1,2416467,2428564,+
17,NZ_CP009981.1,2075102,2063004,-
17,NZ_CP023001.1,181660,193757,+
17,NZ_CP012721.1,2416393,2428490,+
17,NZ_CP010852.1,2670807,2682905,+
17,NZ_CP031642.1,2473377,2485504,+
17,NC_012581.1,1822631,1810532,-
17,NZ_CP029805.1,2416378,2428475,+
17,NZ_CP010322.1,133080,145178,+
17,NZ_CP031643.1,2489353,2500356,+
17,NZ_CP047111.1,456570,444472,-
17,NZ_CP007618.1,1605824,1593724,-
17,NZ_CP001970.2,2416610,2428707,+
17,NZ_CP006742.1,2401814,2413890,+
17,NZ_CP009902.1,4676354,4664254,-
17,NZ_CP001974.2,2416585,2428682,+
17,NZ_CP022044.1,5216683,5228806,+
17,NZ_CP008854.1,2415386,2427479,+
17,NZ_CP009464.1,3909326,3897227,-
17,NZ_CP047097.1,1566550,1578647,+
17,NZ_CP007666.1,1289216,1301314,+
17,NZ_CP008846.1,2402981,2415079,+
17,NZ_CP009341.1,4943948,4956045,+
17,NZ_CP012728.1,2416392,2428489,+
17,NZ_CP015779.1,2416399,2428496,+
17,NZ_AP018443.1,2407068,2419166,+
17,NZ_CP012725.1,2416393,2428490,+
17,NZ_CP012729.1,2416392,2428489,+
17,NC_007530.2,2416467,2428564,+
17,NZ_CP047099.1,2793970,2806067,+
17,NZ_CP009700.1,5171968,5159891,-
17,NZ_CP001974.1,2415841,2427938,+
17,NC_017729.1,2406630,2418728,+
17,NZ_CP012720.1,2416393,2428490,+
17,NZ_CP012726.1,2416391,2428488,+
17,NC_003997.3,2416343,2428440,+
17,NZ_CP009541.1,209654,197556,-
17,NZ_CP012723.1,2416393,2428490,+
17,NZ_CP029323.1,2403042,2415140,+
17,NZ_CP008853.1,2415920,2428016,+
17,NZ_CP009476.1,373315,361216,-
17,NZ_CP012722.1,2416393,2428490,+
17,NC_005945.1,2416395,2428492,+
17,NZ_CP047104.1,175110,187207,+
17,NZ_CP001970.1,2416350,2428447,+
18,NZ_CP009697.1,421120,427147,+
18,NZ_CP009328.1,1221379,1227406,+
18,NZ_CP009315.1,4233275,4239302,+
18,NZ_AP019731.1,1324490,1330517,+
18,NZ_AP014833.1,3041293,3035266,-
18,NZ_CP047098.1,5190855,5184828,-
18,NZ_CP009325.1,2783850,2777823,-
18,NZ_CP019588.1,2428499,2434526,+
18,NZ_CP009544.1,2446557,2440530,-
18,NZ_CP012730.1,2428493,2434520,+
18,NZ_CP012724.1,2428492,2434519,+
18,NZ_CP009331.1,4248302,4242275,-
18,NZ_CP009598.1,2435718,2429691,-
18,NC_012659.1,2428466,2434493,+
18,NZ_CP047107.1,4558669,4552642,-
18,NZ_CP018903.1,2428508,2434535,+
18,NZ_CP012727.1,2428491,2434518,+
18,NZ_CP047131.1,2414843,2420870,+
18,NZ_CP014179.1,2428566,2434593,+
18,NZ_CP009981.1,2063003,2056976,-
18,NZ_CP023001.1,193759,199786,+
18,NZ_CP012721.1,2428492,2434519,+
18,NZ_CP010852.1,2682907,2688934,+
18,NZ_CP031642.1,2485506,2491533,+
18,NC_012581.1,1810531,1804504,-
18,NZ_CP029805.1,2428477,2434504,+
18,NZ_CP010322.1,145180,151207,+
18,NZ_CP031643.1,2500358,2506384,+
18,NZ_CP047111.1,444471,438444,-
18,NZ_CP007618.1,1593723,1587696,-
18,NZ_CP001970.2,2428709,2434736,+
18,NZ_CP006742.1,2413892,2419919,+
18,NZ_CP009902.1,4664253,4658226,-
18,NZ_CP001974.2,2428684,2434711,+
18,NZ_CP022044.1,1,6003,+
18,NZ_CP008854.1,2427481,2433508,+
18,NZ_CP009464.1,3897226,3891199,-
18,NZ_CP047097.1,1578649,1584676,+
18,NZ_CP007666.1,1301316,1307343,+
18,NZ_CP008846.1,2415081,2421107,+
18,NZ_CP009341.1,4956047,4962074,+
18,NZ_CP012728.1,2428491,2434518,+
18,NZ_CP015779.1,2428498,2434525,+
18,NZ_AP018443.1,2419168,2425194,+
18,NZ_CP012725.1,2428492,2434519,+
18,NZ_CP012729.1,2428491,2434518,+
18,NC_007530.2,2428566,2434593,+
18,NZ_CP047099.1,2806069,2812096,+
18,NZ_CP009700.1,5159890,5153863,-
18,NZ_CP001974.1,2427940,2433968,+
18,NC_017729.1,2418730,2424757,+
18,NZ_CP012720.1,2428492,2434519,+
18,NZ_CP012726.1,2428490,2434517,+
18,NC_003997.3,2428442,2434469,+
18,NZ_CP009541.1,197555,191528,-
18,NZ_CP012723.1,2428492,2434519,+
18,NZ_CP029323.1,2415142,2421169,+
18,NZ_CP008853.1,2428018,2434046,+
18,NZ_CP009476.1,361215,355188,-
18,NZ_CP012722.1,2428492,2434519,+
18,NC_005945.1,2428494,2434521,+
18,NZ_CP047104.1,187209,193236,+
18,NZ_CP001970.1,2428449,2434476,+
19,NZ_CP009697.1,437063,458528,+
19,NZ_CP009328.1,1237322,1258789,+
19,NZ_CP009315.1,4249218,4270685,+
19,NZ_AP019731.1,1340433,1361899,+
19,NZ_AP014833.1,3025350,3003883,-
19,NZ_CP047098.1,5174912,5153445,-
19,NZ_CP009325.1,2767906,2746439,-
19,NZ_CP019588.1,2444442,2465909,+
19,NZ_CP009544.1,2430614,2409147,-
19,NZ_CP012730.1,2444436,2465903,+
19,NZ_CP012724.1,2444435,2465902,+
19,NZ_CP009331.1,4232358,4210891,-
19,NZ_CP009598.1,2419776,2398309,-
19,NC_012659.1,2444409,2465876,+
19,NZ_CP047107.1,4542726,4521259,-
19,NZ_CP018903.1,2444451,2465917,+
19,NZ_CP012727.1,2444434,2465901,+
19,NZ_CP047131.1,2430786,2452252,+
19,NZ_CP014179.1,2444509,2465976,+
19,NZ_CP009981.1,2047060,2025593,-
19,NZ_CP023001.1,209702,231169,+
19,NZ_CP012721.1,2444435,2465902,+
19,NZ_CP010852.1,2698850,2720317,+
19,NZ_CP031642.1,2547633,2569093,+
19,NC_012581.1,1794587,1773120,-
19,NZ_CP029805.1,2444420,2465886,+
19,NZ_CP010322.1,161123,182591,+
19,NZ_CP031643.1,2516286,2537704,+
19,NZ_CP047111.1,428528,407061,-
19,NZ_CP007618.1,1577779,1556312,-
19,NZ_CP001970.2,2444652,2466119,+
19,NZ_CP006742.1,2429837,2451305,+
19,NZ_CP009902.1,4648309,4626842,-
19,NZ_CP001974.2,2444627,2466094,+
19,NZ_CP022044.1,15919,37386,+
19,NZ_CP008854.1,2443424,2464888,+
19,NZ_CP009464.1,3881283,3859816,-
19,NZ_CP047097.1,1594592,1616059,+
19,NZ_CP007666.1,1317259,1338726,+
19,NZ_CP008846.1,2431026,2452489,+
19,NZ_CP009341.1,4971990,4993456,+
19,NZ_CP012728.1,2444434,2465901,+
19,NZ_CP015779.1,2444441,2465908,+
19,NZ_AP018443.1,2435110,2456577,+
19,NZ_CP012725.1,2444435,2465902,+
19,NZ_CP012729.1,2444434,2465901,+
19,NC_007530.2,2444509,2465976,+
19,NZ_CP047099.1,2822012,2843479,+
19,NZ_CP009700.1,5143945,5122477,-
19,NZ_CP001974.1,2443883,2465353,+
19,NC_017729.1,2434673,2456139,+
19,NZ_CP012720.1,2444435,2465902,+
19,NZ_CP012726.1,2444433,2465900,+
19,NC_003997.3,2444385,2465852,+
19,NZ_CP009541.1,181612,160145,-
19,NZ_CP012723.1,2444435,2465902,+
19,NZ_CP029323.1,2431085,2452551,+
19,NZ_CP008853.1,2443962,2465427,+
19,NZ_CP009476.1,345272,323806,-
19,NZ_CP012722.1,2444435,2465902,+
19,NC_005945.1,2444437,2465904,+
19,NZ_CP047104.1,203152,224619,+
19,NZ_CP001970.1,2444392,2465859,+
20,NZ_CP009697.1,465804,470990,+
20,NZ_CP009328.1,1266064,1271250,+
20,NZ_CP009315.1,4277961,4283147,+
20,NZ_AP019731.1,1369175,1374360,+
20,NZ_AP014833.1,2996607,2991421,-
20,NZ_CP047098.1,5146170,5140984,-
20,NZ_CP009325.1,2739162,2733976,-
20,NZ_CP019588.1,2473185,2478371,+
20,NZ_CP009544.1,2401871,2396685,-
20,NZ_CP012730.1,2473179,2478365,+
20,NZ_CP012724.1,2473178,2478364,+
20,NZ_CP009331.1,4203614,4198428,-
20,NZ_CP009598.1,2391033,2385847,-
20,NC_012659.1,2473151,2478337,+
20,NZ_CP047107.1,4513984,4508798,-
20,NZ_CP018903.1,2473193,2478379,+
20,NZ_CP012727.1,2473177,2478363,+
20,NZ_CP047131.1,2459528,2464714,+
20,NZ_CP014179.1,2473251,2478437,+
20,NZ_CP009981.1,2018318,2013132,-
20,NZ_CP023001.1,238445,243631,+
20,NZ_CP012721.1,2473178,2478364,+
20,NZ_CP010852.1,2727593,2732779,+
20,NZ_CP031642.1,2576484,2581499,+
20,NC_012581.1,1765844,1760658,-
20,NZ_CP029805.1,2473162,2478348,+
20,NZ_CP010322.1,189867,195053,+
20,NZ_CP031643.1,2548268,2553347,+
20,NZ_CP047111.1,399786,394600,-
20,NZ_CP007618.1,1549037,1543851,-
20,NZ_CP001970.2,2473395,2478581,+
20,NZ_CP006742.1,2458581,2463766,+
20,NZ_CP009902.1,4619567,4614381,-
20,NZ_CP001974.2,2473370,2478556,+
20,NZ_CP022044.1,44662,49848,+
20,NZ_CP008854.1,2472164,2477350,+
20,NZ_CP009464.1,3852540,3847354,-
20,NZ_CP047097.1,1623334,1628520,+
20,NZ_CP007666.1,1346002,1351188,+
20,NZ_CP008846.1,2459765,2464950,+
20,NZ_CP009341.1,5000732,5005918,+
20,NZ_CP012728.1,2473177,2478363,+
20,NZ_CP015779.1,2473183,2478369,+
20,NZ_AP018443.1,2463853,2469039,+
20,NZ_CP012725.1,2473178,2478364,+
20,NZ_CP012729.1,2473177,2478363,+
20,NC_007530.2,2473251,2478437,+
20,NZ_CP047099.1,2850754,2855940,+
20,NZ_CP009700.1,5115201,5110016,-
20,NZ_CP001974.1,2472630,2477816,+
20,NC_017729.1,2463415,2468601,+
20,NZ_CP012720.1,2473178,2478364,+
20,NZ_CP012726.1,2473176,2478362,+
20,NC_003997.3,2473127,2478313,+
20,NZ_CP009541.1,152869,147683,-
20,NZ_CP012723.1,2473178,2478364,+
20,NZ_CP029323.1,2459827,2465013,+
20,NZ_CP008853.1,2472702,2477888,+
20,NZ_CP009476.1,316530,311344,-
20,NZ_CP012722.1,2473178,2478364,+
20,NC_005945.1,2473180,2478366,+
20,NZ_CP047104.1,231894,237080,+
20,NZ_CP001970.1,2473135,2478322,+
21,NZ_CP009697.1,474623,483628,+
21,NZ_CP009328.1,1274883,1283887,+
21,NZ_CP009315.1,4286780,4295785,+
21,NZ_AP019731.1,1377993,1386998,+
21,NZ_AP014833.1,2987788,2978783,-
21,NZ_CP047098.1,5137351,5128346,-
21,NZ_CP009325.1,2730343,2721338,-
21,NZ_CP019588.1,2482004,2491009,+
21,NZ_CP009544.1,2393052,2384047,-
21,NZ_CP012730.1,2481998,2491003,+
21,NZ_CP012724.1,2481997,2491002,+
21,NZ_CP009331.1,4194795,4185790,-
21,NZ_CP009598.1,2382214,2373209,-
21,NC_012659.1,2481970,2490975,+
21,NZ_CP047107.1,4505165,4496160,-
21,NZ_CP018903.1,2482012,2491018,+
21,NZ_CP012727.1,2481996,2491001,+
21,NZ_CP047131.1,2468347,2477352,+
21,NZ_CP014179.1,2482070,2491075,+
21,NZ_CP009981.1,2009499,2000494,-
21,NZ_CP023001.1,247264,256269,+
21,NZ_CP012721.1,2481997,2491002,+
21,NZ_CP010852.1,2736412,2745417,+
21,NZ_CP031642.1,2584066,2593076,+
21,NC_012581.1,1757025,1748021,-
21,NZ_CP029805.1,2481981,2490986,+
21,NZ_CP010322.1,198686,207691,+
21,NZ_CP031643.1,2557814,2567190,+
21,NZ_CP047111.1,390967,381962,-
21,NZ_CP007618.1,1540218,1531212,-
21,NZ_CP001970.2,2482214,2491219,+
21,NZ_CP006742.1,2467399,2476404,+
21,NZ_CP009902.1,4610748,4601742,-
21,NZ_CP001974.2,2482189,2491194,+
21,NZ_CP022044.1,53481,62486,+
21,NZ_CP008854.1,2480983,2489988,+
21,NZ_CP009464.1,3843721,3834717,-
21,NZ_CP047097.1,1632153,1641158,+
21,NZ_CP007666.1,1354821,1363825,+
21,NZ_CP008846.1,2468583,2477589,+
21,NZ_CP009341.1,5009551,5018556,+
21,NZ_CP012728.1,2481996,2491001,+
21,NZ_CP015779.1,2482002,2491007,+
21,NZ_AP018443.1,2472672,2481677,+
21,NZ_CP012725.1,2481997,2491002,+
21,NZ_CP012729.1,2481996,2491001,+
21,NC_007530.2,2482070,2491075,+
21,NZ_CP047099.1,2859573,2868578,+
21,NZ_CP009700.1,5106383,5097378,-
21,NZ_CP001974.1,2481449,2490454,+
21,NC_017729.1,2472234,2481239,+
21,NZ_CP012720.1,2481997,2491002,+
21,NZ_CP012726.1,2481995,2491000,+
21,NC_003997.3,2481946,2490951,+
21,NZ_CP009541.1,144050,135045,-
21,NZ_CP012723.1,2481997,2491002,+
21,NZ_CP029323.1,2468646,2477651,+
21,NZ_CP008853.1,2481521,2490526,+
21,NZ_CP009476.1,307711,298706,-
21,NZ_CP012722.1,2481997,2491002,+
21,NC_005945.1,2481999,2491004,+
21,NZ_CP047104.1,240713,249718,+
21,NZ_CP001970.1,2481955,2490960,+
22,NZ_CP009697.1,491995,521188,+
22,NZ_CP009328.1,1292252,1321429,+
22,NZ_CP009315.1,4304150,4333277,+
22,NZ_AP019731.1,1395365,1424558,+
22,NZ_AP014833.1,2970419,2941242,-
22,NZ_CP047098.1,5119982,5090805,-
22,NZ_CP009325.1,2712973,2683847,-
22,NZ_CP019588.1,2499373,2528551,+
22,NZ_CP009544.1,2375682,2346505,-
22,NZ_CP012730.1,2499367,2528545,+
22,NZ_CP012724.1,2499366,2528544,+
22,NZ_CP009331.1,4177425,4148247,-
22,NZ_CP009598.1,2364844,2335667,-
22,NC_012659.1,2499339,2528516,+
22,NZ_CP047107.1,4487796,4458619,-
22,NZ_CP018903.1,2499385,2528578,+
22,NZ_CP012727.1,2499365,2528543,+
22,NZ_CP047131.1,2485719,2514912,+
22,NZ_CP014179.1,2499439,2528616,+
22,NZ_CP009981.1,1992130,1962953,-
22,NZ_CP023001.1,264633,293819,+
22,NZ_CP012721.1,2499366,2528544,+
22,NZ_CP010852.1,2753782,2782960,+
22,NZ_CP031642.1,2598748,2625799,+
