assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_000019025.1	PRJNA224116	SAMN02603443			na		487213	1313	Streptococcus pneumoniae Taiwan19F-14	strain=Taiwan19F-14		latest	Complete Genome	Major	Full	2009/03/27	ASM1902v1	J. Craig Venter Institute	GCA_000019025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/025/GCF_000019025.1_ASM1902v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000019025.1/GCF_000019025.1_ASM1902v1_genomic.fna.gz
GCF_000019265.1	PRJNA224116	SAMN02603442			na		487214	1313	Streptococcus pneumoniae Hungary19A-6	strain=Hungary19A-6		latest	Complete Genome	Major	Full	2008/02/27	ASM1926v1	J. Craig Venter Institute	GCA_000019265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/265/GCF_000019265.1_ASM1926v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000019265.1/GCF_000019265.1_ASM1926v1_genomic.fna.gz
GCF_000018965.1	PRJNA224116	SAMN02603446			na		488221	1313	Streptococcus pneumoniae 70585	strain=70585		latest	Complete Genome	Major	Full	2009/03/27	ASM1896v1	J. Craig Venter Institute	GCA_000018965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/965/GCF_000018965.1_ASM1896v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000018965.1/GCF_000018965.1_ASM1896v1_genomic.fna.gz
GCF_000018985.1	PRJNA224116	SAMN02603444			na		488222	1313	Streptococcus pneumoniae JJA	strain=JJA		latest	Complete Genome	Major	Full	2009/03/27	ASM1898v1	J. Craig Venter Institute	GCA_000018985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/985/GCF_000018985.1_ASM1898v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000018985.1/GCF_000018985.1_ASM1898v1_genomic.fna.gz
GCF_000019005.1	PRJNA224116	SAMN02603445			na		488223	1313	Streptococcus pneumoniae P1031	strain=P1031		latest	Complete Genome	Major	Full	2009/03/27	ASM1900v1	J. Craig Venter Institute	GCA_000019005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/005/GCF_000019005.1_ASM1900v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000019005.1/GCF_000019005.1_ASM1900v1_genomic.fna.gz
GCF_000019825.1	PRJNA224116	SAMN02603350			na		512566	1313	Streptococcus pneumoniae G54	strain=G54		latest	Complete Genome	Major	Full	2008/07/22	ASM1982v1	Institute for Genome Sciences	GCA_000019825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/825/GCF_000019825.1_ASM1982v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000019825.1/GCF_000019825.1_ASM1982v1_genomic.fna.gz
GCF_000019985.1	PRJNA224116	SAMN02603015			na		516950	1313	Streptococcus pneumoniae CGSP14	strain=CGSP14		latest	Complete Genome	Major	Full	2008/04/11	ASM1998v1	Beijing Institute of Genomics	GCA_000019985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/985/GCF_000019985.1_ASM1998v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000019985.1/GCF_000019985.1_ASM1998v1_genomic.fna.gz
GCF_000196595.1	PRJNA224116	SAMN00002223			na		525381	1313	Streptococcus pneumoniae TCH8431/19A	strain=TCH8431/19A		latest	Complete Genome	Major	Full	2010/06/14	ASM19659v1	Baylor College of Medicine	GCA_000196595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/595/GCF_000196595.1_ASM19659v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000196595.1/GCF_000196595.1_ASM19659v1_genomic.fna.gz
GCF_000026665.1	PRJNA224116	SAMEA1705947			na		561276	1313	Streptococcus pneumoniae ATCC 700669	strain=ATCC 700669		latest	Complete Genome	Major	Full	2009/01/13	ASM2666v1	Wellcome Trust Sanger Institute	GCA_000026665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/665/GCF_000026665.1_ASM2666v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000026665.1/GCF_000026665.1_ASM2666v1_genomic.fna.gz
GCF_000146975.1	PRJNA224116	SAMN02603428			na		574093	1313	Streptococcus pneumoniae AP200	strain=AP200		latest	Complete Genome	Major	Full	2010/09/07	ASM14697v1	Istituto di Teconologie Biomediche, Consiglio Nazionale delle Ricerche	GCA_000146975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/975/GCF_000146975.1_ASM14697v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000146975.1/GCF_000146975.1_ASM14697v1_genomic.fna.gz
GCF_000299015.1	PRJNA224116	SAMN02299431			na		697283	1313	Streptococcus pneumoniae gamPNI0373	strain=gamPNI0373		latest	Complete Genome	Major	Full	2012/09/21	ASM29901v1	WashU	GCA_000299015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/015/GCF_000299015.1_ASM29901v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000299015.1/GCF_000299015.1_ASM29901v1_genomic.fna.gz
GCF_000210955.1	PRJNA224116	SAMEA3138387			na		869215	1313	Streptococcus pneumoniae OXC141	strain=OXC141		latest	Complete Genome	Major	Full	2010/07/29	ASM21095v1	The Wellcome Trust Sanger Institute	GCA_000210955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/955/GCF_000210955.1_ASM21095v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000210955.1/GCF_000210955.1_ASM21095v1_genomic.fna.gz
GCF_000210935.1	PRJNA224116	SAMEA3138386			na		869216	1313	Streptococcus pneumoniae INV200	strain=INV200		latest	Complete Genome	Major	Full	2010/07/29	ASM21093v1	The Wellcome Trust Sanger Institute	GCA_000210935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/935/GCF_000210935.1_ASM21093v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000210935.1/GCF_000210935.1_ASM21093v1_genomic.fna.gz
GCF_000210975.1	PRJNA224116	SAMEA3138388			na		869269	1313	Streptococcus pneumoniae INV104	strain=INV104		latest	Complete Genome	Major	Full	2010/07/29	ASM21097v1	The Wellcome Trust Sanger Institute	GCA_000210975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/975/GCF_000210975.1_ASM21097v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000210975.1/GCF_000210975.1_ASM21097v1_genomic.fna.gz
GCF_000210995.1	PRJNA224116	SAMEA3138389			na		869303	1313	Streptococcus pneumoniae SPN034156	strain=SNP034156		latest	Complete Genome	Major	Full	2010/07/29	ASM21099v1	Wellcome Trust Sanger Institute	GCA_000210995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/995/GCF_000210995.1_ASM21099v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000210995.1/GCF_000210995.1_ASM21099v1_genomic.fna.gz
GCF_000211015.1	PRJNA224116	SAMEA3138390			na		869304	1313	Streptococcus pneumoniae SPN034183	strain=SNP034183		latest	Complete Genome	Major	Full	2010/07/29	ASM21101v1	Wellcome Trust Sanger Institute	GCA_000211015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/015/GCF_000211015.1_ASM21101v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000211015.1/GCF_000211015.1_ASM21101v1_genomic.fna.gz
GCF_000211035.1	PRJNA224116	SAMEA3138391			na		869306	1313	Streptococcus pneumoniae SPN994038	strain=SNP994038		latest	Complete Genome	Major	Full	2012/12/10	ASM21103v2	Wellcome Trust Sanger Institute	GCA_000211035.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/035/GCF_000211035.1_ASM21103v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000211035.1/GCF_000211035.1_ASM21103v2_genomic.fna.gz
GCF_000211055.1	PRJNA224116	SAMEA3138392			na		869307	1313	Streptococcus pneumoniae SPN994039	strain=SNP994039		latest	Complete Genome	Major	Full	2012/12/10	ASM21105v2	Wellcome Trust Sanger Institute	GCA_000211055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/055/GCF_000211055.1_ASM21105v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000211055.1/GCF_000211055.1_ASM21105v2_genomic.fna.gz
GCF_000180515.1	PRJNA224116	SAMEA3138306			na		869309	1313	Streptococcus pneumoniae SPNA45	strain=SPNA45		latest	Complete Genome	Major	Full	2012/09/11	ASM18051v2	Wellcome Trust Sanger Institute	GCA_000180515.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/515/GCF_000180515.1_ASM18051v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000180515.1/GCF_000180515.1_ASM18051v2_genomic.fna.gz
GCF_000211075.1	PRJNA224116	SAMEA3138393			na		869311	1313	Streptococcus pneumoniae SPN032672	strain=SPN032672		latest	Complete Genome	Major	Full	2010/07/29	ASM21107v1	Wellcome Trust Sanger Institute	GCA_000211075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/075/GCF_000211075.1_ASM21107v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000211075.1/GCF_000211075.1_ASM21107v1_genomic.fna.gz
GCF_000251085.2	PRJNA224116	SAMN02604071			na		1130804	1313	Streptococcus pneumoniae ST556	strain=ST556		latest	Complete Genome	Major	Full	2015/08/03	ASM25108v2	Tsinghua University	GCA_000251085.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/085/GCF_000251085.2_ASM25108v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000251085.2/GCF_000251085.2_ASM25108v2_genomic.fna.gz
GCF_000348705.1	PRJNA224116	SAMN02436861	ALJW00000000.1		na		1159083	1313	Streptococcus pneumoniae PCS8235	strain=PCS8235		latest	Chromosome	Major	Full	2013/03/27	ASM34870v1	Washington University	GCA_000348705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/705/GCF_000348705.1_ASM34870v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000348705.1/GCF_000348705.1_ASM34870v1_genomic.fna.gz
GCF_000494795.1	PRJNA224116	SAMN02603401			na		1408179	1313	Streptococcus pneumoniae A026	strain=A026		latest	Chromosome	Major	Full	2013/11/01	ASM49479v1	Institute of Microbiology, Chinese Academy of Sciences	GCA_000494795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/795/GCF_000494795.1_ASM49479v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000494795.1/GCF_000494795.1_ASM49479v1_genomic.fna.gz
