assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_008033725.1,PRJNA224116,SAMN08915618,,,na,,287,287,Pseudomonas aeruginosa,strain=IMP67,,latest,Complete Genome,Major,Full,2019/08/20,ASM803372v1,Institute Of Microbiology Chinese Academy of Sciences,GCA_008033725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/725/GCF_008033725.1_ASM803372v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008033725.1/GCF_008033725.1_ASM803372v1_genomic.fna.gz,PSAE.0521.00136,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008033725.1_ASM803372v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008033725.1_ASM803372v1_genomic.fna_prepare-split125N.fna,6501414,1,1,GCF_008033725.1_ASM803372v1_genomic.fna_prepare-split125N.fna,ASM803372v1,IMP67,Pseudomonas aeruginosa IMP67
GCF_008033745.1,PRJNA224116,SAMN08918338,,,na,,287,287,Pseudomonas aeruginosa,strain=IMP68,,latest,Complete Genome,Major,Full,2019/08/20,ASM803374v1,Institute Of Microbiology Chinese Academy of Sciences,GCA_008033745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/745/GCF_008033745.1_ASM803374v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008033745.1/GCF_008033745.1_ASM803374v1_genomic.fna.gz,PSAE.0521.00137,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008033745.1_ASM803374v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008033745.1_ASM803374v1_genomic.fna_prepare-split125N.fna,6481697,1,1,GCF_008033745.1_ASM803374v1_genomic.fna_prepare-split125N.fna,ASM803374v1,IMP68,Pseudomonas aeruginosa IMP68
GCF_008195485.1,PRJNA224116,SAMN12634799,,,na,,287,287,Pseudomonas aeruginosa,strain=CCUG 51971,,latest,Complete Genome,Major,Full,2019/09/02,ASM819548v1,University of Gothenburg - CCUG,GCA_008195485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/195/485/GCF_008195485.1_ASM819548v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008195485.1/GCF_008195485.1_ASM819548v1_genomic.fna.gz,PSAE.0521.00138,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008195485.1_ASM819548v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008195485.1_ASM819548v1_genomic.fna_prepare-split125N.fna,7012798,1,1,GCF_008195485.1_ASM819548v1_genomic.fna_prepare-split125N.fna,ASM819548v1,CCUG 51971,Pseudomonas aeruginosa CCUG 51971
GCF_008245185.1,PRJNA224116,SAMN12368444,,,na,,287,287,Pseudomonas aeruginosa,strain=HOU1,,latest,Complete Genome,Major,Full,2019/09/03,ASM824518v1,Baylor College of Medicine,GCA_008245185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/245/185/GCF_008245185.1_ASM824518v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008245185.1/GCF_008245185.1_ASM824518v1_genomic.fna.gz,PSAE.0521.00304,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008245185.1_ASM824518v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008245185.1_ASM824518v1_genomic.fna_prepare-split125N.fna,6290442,2,1,GCF_008245185.1_ASM824518v1_genomic.fna_prepare-split125N.fna,ASM824518v1,HOU1,Pseudomonas aeruginosa HOU1
GCF_008330985.1,PRJNA224116,SAMN12640651,,,na,,287,287,Pseudomonas aeruginosa,strain=GIMC5001:PAT-23,,latest,Chromosome,Major,Full,2019/09/09,ASM833098v1,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,GCA_008330985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/985/GCF_008330985.1_ASM833098v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008330985.1/GCF_008330985.1_ASM833098v1_genomic.fna.gz,PSAE.0521.00305,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008330985.1_ASM833098v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008330985.1_ASM833098v1_genomic.fna_prepare-split125N.fna,6477693,2,1,GCF_008330985.1_ASM833098v1_genomic.fna_prepare-split125N.fna,ASM833098v1,GIMC5001:PAT-23,Pseudomonas aeruginosa GIMC5001:PAT-23
GCF_008370085.1,PRJNA224116,SAMN12651335,,,na,,287,287,Pseudomonas aeruginosa,strain=GIMC5002:PAT-169,,latest,Chromosome,Major,Full,2019/09/11,ASM837008v1,N.F.Gamaleya National Research Center for Epidemiology and Microbiology,GCA_008370085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/370/085/GCF_008370085.1_ASM837008v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008370085.1/GCF_008370085.1_ASM837008v1_genomic.fna.gz,PSAE.0521.00306,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008370085.1_ASM837008v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008370085.1_ASM837008v1_genomic.fna_prepare-split125N.fna,6499077,2,1,GCF_008370085.1_ASM837008v1_genomic.fna_prepare-split125N.fna,ASM837008v1,GIMC5002:PAT-169,Pseudomonas aeruginosa GIMC5002:PAT-169
GCF_008705235.1,PRJNA224116,SAMN12561707,,,na,,287,287,Pseudomonas aeruginosa,strain=E90,,latest,Complete Genome,Major,Full,2019/09/24,ASM870523v1,University of Washington,GCA_008705235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/705/235/GCF_008705235.1_ASM870523v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_008705235.1/GCF_008705235.1_ASM870523v1_genomic.fna.gz,PSAE.0521.00139,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008705235.1_ASM870523v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_008705235.1_ASM870523v1_genomic.fna_prepare-split125N.fna,6813135,1,1,GCF_008705235.1_ASM870523v1_genomic.fna_prepare-split125N.fna,ASM870523v1,E90,Pseudomonas aeruginosa E90
GCF_009497675.1,PRJNA224116,SAMN07709120,,,na,,287,287,Pseudomonas aeruginosa,strain=PA59,,latest,Complete Genome,Major,Full,2019/11/04,ASM949767v1,"Institute of Special Animal and Plant Sciences, The Chinese Academy of Agricultural Sciences,",GCA_009497675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/497/675/GCF_009497675.1_ASM949767v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009497675.1/GCF_009497675.1_ASM949767v1_genomic.fna.gz,PSAE.0521.00307,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009497675.1_ASM949767v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009497675.1_ASM949767v1_genomic.fna_prepare-split125N.fna,6972990,2,1,GCF_009497675.1_ASM949767v1_genomic.fna_prepare-split125N.fna,ASM949767v1,PA59,Pseudomonas aeruginosa PA59
GCF_009648875.1,PRJNA224116,SAMN10574818,,,na,,287,287,Pseudomonas aeruginosa,strain=CFSAN084950,,latest,Complete Genome,Major,Full,2019/11/11,ASM964887v1,FDA Center for Food Safety and Applied Nutrition,GCA_009648875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/875/GCF_009648875.1_ASM964887v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009648875.1/GCF_009648875.1_ASM964887v1_genomic.fna.gz,PSAE.0521.00140,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009648875.1_ASM964887v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009648875.1_ASM964887v1_genomic.fna_prepare-split125N.fna,6441924,1,1,GCF_009648875.1_ASM964887v1_genomic.fna_prepare-split125N.fna,ASM964887v1,CFSAN084950,Pseudomonas aeruginosa CFSAN084950
GCF_009662315.1,PRJNA224116,SAMN13182580,,,na,,287,287,Pseudomonas aeruginosa,strain=AG1,,latest,Complete Genome,Major,Full,2019/11/14,ASM966231v1,Universidad de Costa Rica,GCA_009662315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/315/GCF_009662315.1_ASM966231v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009662315.1/GCF_009662315.1_ASM966231v1_genomic.fna.gz,PSAE.0521.00141,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009662315.1_ASM966231v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009662315.1_ASM966231v1_genomic.fna_prepare-split125N.fna,7190208,1,1,GCF_009662315.1_ASM966231v1_genomic.fna_prepare-split125N.fna,ASM966231v1,AG1,Pseudomonas aeruginosa AG1
GCF_009664165.1,PRJNA224116,SAMN12307670,,,na,,287,287,Pseudomonas aeruginosa,strain=ST773,,latest,Complete Genome,Major,Full,2019/11/15,ASM966416v1,The University of Texas Health Science Center at Houston,GCA_009664165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/165/GCF_009664165.1_ASM966416v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009664165.1/GCF_009664165.1_ASM966416v1_genomic.fna.gz,PSAE.0521.00142,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009664165.1_ASM966416v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009664165.1_ASM966416v1_genomic.fna_prepare-split125N.fna,6835731,1,1,GCF_009664165.1_ASM966416v1_genomic.fna_prepare-split125N.fna,ASM966416v1,ST773,Pseudomonas aeruginosa ST773
GCF_009676765.1,PRJNA224116,SAMN13267614,,,na,,287,287,Pseudomonas aeruginosa,strain=1811-13R031,,latest,Complete Genome,Major,Full,2019/11/20,ASM967676v1,Center for Disease Prevention and Control of PLA,GCA_009676765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/676/765/GCF_009676765.1_ASM967676v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009676765.1/GCF_009676765.1_ASM967676v1_genomic.fna.gz,PSAE.0521.00143,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009676765.1_ASM967676v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009676765.1_ASM967676v1_genomic.fna_prepare-split125N.fna,7344079,1,1,GCF_009676765.1_ASM967676v1_genomic.fna_prepare-split125N.fna,ASM967676v1,1811-13R031,Pseudomonas aeruginosa 1811-13R031
GCF_009676885.1,PRJNA224116,SAMN11126830,,,na,,287,287,Pseudomonas aeruginosa,strain=KRP1,,latest,Complete Genome,Major,Full,2019/11/20,ASM967688v1,Uni Bielefeld,GCA_009676885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/676/885/GCF_009676885.1_ASM967688v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009676885.1/GCF_009676885.1_ASM967688v1_genomic.fna.gz,PSAE.0521.00144,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009676885.1_ASM967688v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009676885.1_ASM967688v1_genomic.fna_prepare-split125N.fna,6737396,1,1,GCF_009676885.1_ASM967688v1_genomic.fna_prepare-split125N.fna,ASM967688v1,KRP1,Pseudomonas aeruginosa KRP1
GCF_009720405.1,PRJNA224116,SAMN07424174,,,na,,287,287,Pseudomonas aeruginosa,strain=T2436,,latest,Complete Genome,Major,Full,2019/11/29,ASM972040v1,Institute of Infection and Global Health,GCA_009720405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/405/GCF_009720405.1_ASM972040v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009720405.1/GCF_009720405.1_ASM972040v1_genomic.fna.gz,PSAE.0521.00308,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009720405.1_ASM972040v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009720405.1_ASM972040v1_genomic.fna_prepare-split125N.fna,7204903,2,1,GCF_009720405.1_ASM972040v1_genomic.fna_prepare-split125N.fna,ASM972040v1,T2436,Pseudomonas aeruginosa T2436
GCF_009720425.1,PRJNA224116,SAMN07424172,,,na,,287,287,Pseudomonas aeruginosa,strain=T2101,,latest,Complete Genome,Major,Full,2019/11/29,ASM972042v1,Institute of Infection and Global Health,GCA_009720425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/720/425/GCF_009720425.1_ASM972042v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009720425.1/GCF_009720425.1_ASM972042v1_genomic.fna.gz,PSAE.0521.00309,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009720425.1_ASM972042v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009720425.1_ASM972042v1_genomic.fna_prepare-split125N.fna,7013382,2,1,GCF_009720425.1_ASM972042v1_genomic.fna_prepare-split125N.fna,ASM972042v1,T2101,Pseudomonas aeruginosa T2101
GCF_009867055.1,PRJNA224116,SAMN08730588,,,na,,287,287,Pseudomonas aeruginosa,strain=YB01,,latest,Complete Genome,Major,Full,2020/01/14,ASM986705v1,Chinese Academy of Agricultural Sciences Institute of Tobacco Research,GCA_009867055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/867/055/GCF_009867055.1_ASM986705v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009867055.1/GCF_009867055.1_ASM986705v1_genomic.fna.gz,PSAE.0521.00145,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009867055.1_ASM986705v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009867055.1_ASM986705v1_genomic.fna_prepare-split125N.fna,6299465,1,1,GCF_009867055.1_ASM986705v1_genomic.fna_prepare-split125N.fna,ASM986705v1,YB01,Pseudomonas aeruginosa YB01
GCF_009905195.1,PRJNA224116,SAMN13611833,,,na,,287,287,Pseudomonas aeruginosa,strain=INP-43,,latest,Complete Genome,Major,Full,2020/01/19,ASM990519v1,Universidad Nacional Autonoma de Mexico,GCA_009905195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/905/195/GCF_009905195.1_ASM990519v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009905195.1/GCF_009905195.1_ASM990519v1_genomic.fna.gz,PSAE.0521.00146,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009905195.1_ASM990519v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009905195.1_ASM990519v1_genomic.fna_prepare-split125N.fna,6335031,1,1,GCF_009905195.1_ASM990519v1_genomic.fna_prepare-split125N.fna,ASM990519v1,INP-43,Pseudomonas aeruginosa INP-43
GCF_009911735.1,PRJNA224116,SAMN13831656,,,na,,287,287,Pseudomonas aeruginosa,strain=RD1-3,,latest,Complete Genome,Major,Full,2020/01/22,ASM991173v1,Northwest A&F University,GCA_009911735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/735/GCF_009911735.1_ASM991173v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_009911735.1/GCF_009911735.1_ASM991173v1_genomic.fna.gz,PSAE.0521.00147,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009911735.1_ASM991173v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_009911735.1_ASM991173v1_genomic.fna_prepare-split125N.fna,6397159,1,1,GCF_009911735.1_ASM991173v1_genomic.fna_prepare-split125N.fna,ASM991173v1,RD1-3,Pseudomonas aeruginosa RD1-3
GCF_011045375.1,PRJNA224116,SAMN14129756,,,na,,287,287,Pseudomonas aeruginosa,strain=MS14403,,latest,Complete Genome,Major,Full,2020/03/02,ASM1104537v1,The University of Queensland,GCA_011045375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/375/GCF_011045375.1_ASM1104537v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_011045375.1/GCF_011045375.1_ASM1104537v1_genomic.fna.gz,PSAE.0521.00310,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011045375.1_ASM1104537v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011045375.1_ASM1104537v1_genomic.fna_prepare-split125N.fna,6332311,2,1,GCF_011045375.1_ASM1104537v1_genomic.fna_prepare-split125N.fna,ASM1104537v1,MS14403,Pseudomonas aeruginosa MS14403
GCF_011106815.1,PRJNA224116,SAMN12911489,,,na,,287,287,Pseudomonas aeruginosa,strain=PAG5,,latest,Complete Genome,Major,Full,2020/03/10,ASM1110681v1,College of Life Science,GCA_011106815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/106/815/GCF_011106815.1_ASM1110681v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_011106815.1/GCF_011106815.1_ASM1110681v1_genomic.fna.gz,PSAE.0521.00311,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011106815.1_ASM1110681v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011106815.1_ASM1110681v1_genomic.fna_prepare-split125N.fna,7229900,2,1,GCF_011106815.1_ASM1110681v1_genomic.fna_prepare-split125N.fna,ASM1110681v1,PAG5,Pseudomonas aeruginosa PAG5
GCF_011466835.1,PRJNA224116,SAMN13226654,,,na,,287,287,Pseudomonas aeruginosa,strain=CF39S,,latest,Complete Genome,Major,Full,2020/03/19,ASM1146683v1,University of Calgary,GCA_011466835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/466/835/GCF_011466835.1_ASM1146683v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_011466835.1/GCF_011466835.1_ASM1146683v1_genomic.fna.gz,PSAE.0521.00312,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011466835.1_ASM1146683v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_011466835.1_ASM1146683v1_genomic.fna_prepare-split125N.fna,7266549,2,1,GCF_011466835.1_ASM1146683v1_genomic.fna_prepare-split125N.fna,ASM1146683v1,CF39S,Pseudomonas aeruginosa CF39S
GCF_012276675.1,PRJNA224116,SAMN13451386,,,na,,287,287,Pseudomonas aeruginosa,strain=CMC-115,,latest,Complete Genome,Major,Full,2020/04/13,ASM1227667v1,"Virginia Tech Carilion School of Medicine, Carilion Clinic, Virginia Tech Polytechnic",GCA_012276675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/276/675/GCF_012276675.1_ASM1227667v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_012276675.1/GCF_012276675.1_ASM1227667v1_genomic.fna.gz,PSAE.0521.00148,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012276675.1_ASM1227667v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012276675.1_ASM1227667v1_genomic.fna_prepare-split125N.fna,6375262,1,1,GCF_012276675.1_ASM1227667v1_genomic.fna_prepare-split125N.fna,ASM1227667v1,CMC-115,Pseudomonas aeruginosa CMC-115
GCF_012935295.1,PRJNA224116,SAMN14554964,,,na,,287,287,Pseudomonas aeruginosa,strain=AA2,,latest,Complete Genome,Major,Full,2020/04/30,ASM1293529v1,Ghent University,GCA_012935295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/295/GCF_012935295.1_ASM1293529v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_012935295.1/GCF_012935295.1_ASM1293529v1_genomic.fna.gz,PSAE.0521.00149,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012935295.1_ASM1293529v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012935295.1_ASM1293529v1_genomic.fna_prepare-split125N.fna,6288195,1,1,GCF_012935295.1_ASM1293529v1_genomic.fna_prepare-split125N.fna,ASM1293529v1,AA2,Pseudomonas aeruginosa AA2
GCF_012971705.1,PRJNA224116,SAMN14667371,,,na,,287,287,Pseudomonas aeruginosa,strain=LYT4,,latest,Complete Genome,Major,Full,2020/05/04,ASM1297170v1,Central South University of Forestry and Technology,GCA_012971705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/971/705/GCF_012971705.1_ASM1297170v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_012971705.1/GCF_012971705.1_ASM1297170v1_genomic.fna.gz,PSAE.0521.00313,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012971705.1_ASM1297170v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_012971705.1_ASM1297170v1_genomic.fna_prepare-split125N.fna,6814016,2,1,GCF_012971705.1_ASM1297170v1_genomic.fna_prepare-split125N.fna,ASM1297170v1,LYT4,Pseudomonas aeruginosa LYT4
GCF_013122735.1,PRJNA224116,SAMN12815552,,,na,,287,287,Pseudomonas aeruginosa,strain=Ps33,,latest,Chromosome,Major,Full,2020/05/19,ASM1312273v1,Center for Genome Sciences,GCA_013122735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/735/GCF_013122735.1_ASM1312273v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_013122735.1/GCF_013122735.1_ASM1312273v1_genomic.fna.gz,PSAE.0521.00314,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013122735.1_ASM1312273v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013122735.1_ASM1312273v1_genomic.fna_prepare-split125N.fna,6297273,2,1,GCF_013122735.1_ASM1312273v1_genomic.fna_prepare-split125N.fna,ASM1312273v1,Ps33,Pseudomonas aeruginosa Ps33
GCF_013200975.1,PRJNA224116,SAMN14968947,,,na,,287,287,Pseudomonas aeruginosa,strain=SCAID PHRX1-2019,,latest,Chromosome,Major,Full,2020/05/31,ASM1320097v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_013200975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/200/975/GCF_013200975.1_ASM1320097v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_013200975.1/GCF_013200975.1_ASM1320097v1_genomic.fna.gz,PSAE.0521.00150,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013200975.1_ASM1320097v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013200975.1_ASM1320097v1_genomic.fna_prepare-split125N.fna,6335471,1,1,GCF_013200975.1_ASM1320097v1_genomic.fna_prepare-split125N.fna,ASM1320097v1,SCAID PHRX1-2019,Pseudomonas aeruginosa SCAID PHRX1-2019
GCF_013201015.1,PRJNA224116,SAMN14918493,,,na,,287,287,Pseudomonas aeruginosa,strain=K19PSE24,,latest,Chromosome,Major,Full,2020/05/31,ASM1320101v1,Animal and Plant Quarantine Agency,GCA_013201015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/015/GCF_013201015.1_ASM1320101v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_013201015.1/GCF_013201015.1_ASM1320101v1_genomic.fna.gz,PSAE.0521.00151,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201015.1_ASM1320101v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201015.1_ASM1320101v1_genomic.fna_prepare-split125N.fna,6815777,1,1,GCF_013201015.1_ASM1320101v1_genomic.fna_prepare-split125N.fna,ASM1320101v1,K19PSE24,Pseudomonas aeruginosa K19PSE24
GCF_013201095.1,PRJNA224116,SAMN14970707,,,na,,287,287,Pseudomonas aeruginosa,strain=PAC6,,latest,Complete Genome,Major,Full,2020/05/31,ASM1320109v1,Northwestern University Feinberg School of Medicine,GCA_013201095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/095/GCF_013201095.1_ASM1320109v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_013201095.1/GCF_013201095.1_ASM1320109v1_genomic.fna.gz,PSAE.0521.00152,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201095.1_ASM1320109v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201095.1_ASM1320109v1_genomic.fna_prepare-split125N.fna,6543892,1,1,GCF_013201095.1_ASM1320109v1_genomic.fna_prepare-split125N.fna,ASM1320109v1,PAC6,Pseudomonas aeruginosa PAC6
GCF_013201115.1,PRJNA224116,SAMN14970706,,,na,,287,287,Pseudomonas aeruginosa,strain=PAC1,,latest,Complete Genome,Major,Full,2020/05/31,ASM1320111v1,Northwestern University Feinberg School of Medicine,GCA_013201115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/115/GCF_013201115.1_ASM1320111v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_013201115.1/GCF_013201115.1_ASM1320111v1_genomic.fna.gz,PSAE.0521.00153,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201115.1_ASM1320111v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_013201115.1_ASM1320111v1_genomic.fna_prepare-split125N.fna,7564383,1,1,GCF_013201115.1_ASM1320111v1_genomic.fna_prepare-split125N.fna,ASM1320111v1,PAC1,Pseudomonas aeruginosa PAC1
