orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e42edad5_17_04662,100% ISEc27_aa1,IS3 ssgr IS2,4439086,4438721,366,121,-
Gen_e42edad5_17_04663,60% ISLpn6_aa1,IS4 ssgr IS50,4439097,4439636,540,179,+
Gen_e42edad5_17_04670,97.89% ISEc43_aa3,IS66,4450170,4449169,1002,333,-
Gen_e42edad5_17_04671,93.40% ISEc23_aa3,IS66,4450767,4450240,528,175,-
Gen_e42edad5_17_04672,100% IS682_aa2,IS66,4450992,4450798,195,64,-
Gen_e42edad5_17_04673,97.22% IS1203_aa1,IS3 ssgr IS51,4451098,4451424,327,108,+
Gen_e42edad5_17_04674,98.64% IS629_aa2,IS3 ssgr IS51,4451424,4452311,888,295,+
Gen_e42edad5_17_04675,92.98% IS682_aa1,IS66,4452689,4452351,339,112,-
Gen_e42edad5_17_04676,98.80% IS1X2_aa2,IS1,4453960,4454463,504,167,+
Gen_e42edad5_17_04678,100% IS2_aa2,IS3 ssgr IS2,4456612,4455707,906,301,-
Gen_e42edad5_17_04679,100% ISEc27_aa1,IS3 ssgr IS2,4456935,4456570,366,121,-
Gen_e42edad5_17_04681,99% IS911_aa1,IS3 ssgr IS3,4460278,4460580,303,100,+
Gen_e42edad5_17_04682,98.56% IS911_aa2,IS3 ssgr IS3,4460793,4461446,654,217,+
Gen_e42edad5_17_04684,99.40% IS1X2_aa2,IS1,4462744,4463247,504,167,+
Gen_e42edad5_17_04689,42.06% ISShvi3_aa1,IS91,4469063,4469665,603,200,+
Gen_e42edad5_17_04690,44.89% ISShvi3_aa1,IS91,4470143,4470739,597,198,+
Gen_e42edad5_17_04699,98.64% IS629_aa2,IS3 ssgr IS51,4478630,4477743,888,295,-
Gen_e42edad5_17_04700,94.23% IS1203_aa1,IS3 ssgr IS51,4478947,4478630,318,105,-
Gen_e42edad5_17_04723,67.08% ISVsa17_aa1,ISNCY ssgr ISPlu15,4497247,4498251,1005,334,+
Gen_e42edad5_17_04724,97.22% IS1203_aa1,IS3 ssgr IS51,4498355,4498681,327,108,+
Gen_e42edad5_17_04725,98.64% IS629_aa2,IS3 ssgr IS51,4498681,4499568,888,295,+
Gen_e42edad5_17_04727,98.45% ISSfl4_aa1,IS110,4502241,4501462,780,259,-
Gen_e42edad5_17_04728,98.64% IS629_aa2,IS3 ssgr IS51,4503302,4502415,888,295,-
Gen_e42edad5_17_04729,97.22% IS1203_aa1,IS3 ssgr IS51,4503628,4503302,327,108,-
Gen_e42edad5_17_04730,100% ISEc20_aa1,IS110,4503972,4503730,243,80,-
Gen_e42edad5_17_04731,94.32% IS682_aa1,IS66,4504536,4504955,420,139,+
Gen_e42edad5_17_04732,99.13% IS682_aa2,IS66,4504952,4505302,351,116,+
Gen_e42edad5_17_04733,93.40% ISEc23_aa3,IS66,4505333,4505860,528,175,+
Gen_e42edad5_17_04734,97.89% ISEc43_aa3,IS66,4505930,4506931,1002,333,+
Gen_e42edad5_17_04753,100% IS1X2_aa2,IS1,4525723,4526226,504,167,+
Gen_e42edad5_17_04759,49.39% ISSme2_aa2,IS21,4532969,4532232,738,245,-
Gen_e42edad5_17_04783,99% IS911_aa1,IS3 ssgr IS3,4548679,4548981,303,100,+
Gen_e42edad5_17_04784,99.01% IS911_aa2,IS3 ssgr IS3,4549194,4549826,633,210,+
Gen_e42edad5_17_04790,99.40% IS1X2_aa2,IS1,4555286,4554783,504,167,-
