AssemblyID,AssemblyName,Organism,Type,GenBankID,RefSeqID,length(bp),CDSs,MobElemCount,ISTransposaseCount(GB),ISTransposaseCount(RF),ISTransposaseCount(ISsaga),Cluster,Info
GCA_001901365.1,ASM190136v1,Escherichia coli S30,Plasmid,CP010234.1,NZ_CP010234.1,117266,94,0,0,28,,2 (A),
GCA_001900985.1,ASM190098v1,Escherichia coli S43,Chromosome,CP010237.1,NZ_CP010237.1,5043711,4693,0,0,78,139/154,2 (A),
GCA_002812545.1,ASM281254v1,Escherichia coli SC516,Chromosome,CP025048.1,NZ_CP025048.1,4792402,4797,0,100,98,121/131,2 (A),
GCA_002870165.1,ASM287016v1,Escherichia coli SCEC020007,Chromosome,CP025627.1,NZ_CP025627.1,4800548,4781,0,77,76,106/115,2 (A),
GCA_002870165.1,ASM287016v1,Escherichia coli SCEC020007,Plasmid,CP025625.1,NZ_CP025625.1,84952,114,0,2,2,,2 (A),
GCA_002870165.1,ASM287016v1,Escherichia coli SCEC020007,Plasmid,CP025626.1,NZ_CP025626.1,144225,187,0,19,19,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Chromosome,CP025950.3,na,4883927,4903,0,102,-,146/155,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025946.1,na,12819,8,0,1,-,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025948.1,na,46161,62,0,5,-,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025944.3,na,89048,100,0,20,-,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025945.3,na,13138,19,0,3,-,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025947.3,na,2443,2,0,0,-,,2 (A),
GCA_002850675.4,ASM285067v4,Escherichia coli SCEC020023,Plasmid,CP025949.1,na,73313,104,0,6,-,,2 (A),
GCA_000987875.1,ASM98787v1,Escherichia coli SEC470,Chromosome,CP007594.1,NZ_CP007594.1,5153435,4941,0,3,80,163/185,2 (A),
GCA_001936315.1,ASM193631v1,Escherichia coli SLK172,Chromosome,CP017631.1,NZ_CP017631.1,5283836,5198,0,46,121,208/225,2 (A),
GCA_001936315.1,ASM193631v1,Escherichia coli SLK172,Plasmid,CP017632.1,NZ_CP017632.1,369298,398,0,27,34,,2 (A),
GCA_001936315.1,ASM193631v1,Escherichia coli SLK172,Plasmid,CP017633.1,NZ_CP017633.1,120528,150,0,15,18,,2 (A),
GCA_000988385.1,ASM98838v1,Escherichia coli SQ88,Chromosome,CP011321.1,NZ_CP011321.1,4610881,4313,0,42,43,82/94,2 (A),
GCA_000599625.1,ASM59962v1,Escherichia coli ST540,Chromosome,CP007390.1,NZ_CP007390.1,4807977,4562,0,0,83,145/160,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Chromosome,CP011061.1,NZ_CP011061.1,4891769,4625,0,0,83,118/127,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011064.1,NZ_CP011064.1,94712,99,0,0,8,,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011063.1,NZ_CP011063.1,98436,113,0,0,1,,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011065.1,NZ_CP011065.1,82288,94,0,0,3,,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011067.1,NZ_CP011067.1,2640,4,0,0,0,,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011062.1,NZ_CP011062.1,255368,262,0,0,22,,2 (A),
GCA_001610755.1,ASM161075v1,Escherichia coli str. Sanji,Plasmid,CP011066.1,NZ_CP011066.1,3373,3,0,0,0,,2 (A),
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Chromosome,CP002729.1,NC_017641.1,5186416,5118,0,2,60,92/105,2 (A),ETEC
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Plasmid,CP002731.1,NC_017642.1,90868,89,2,0,2,,2 (A),ETEC
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Plasmid,CP002732.1,NC_017640.1,81475,81,11,0,10,,2 (A),ETEC
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Plasmid,CP002733.1,NC_017643.1,65549,60,3,0,4,,2 (A),ETEC
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Plasmid,HQ023862.1,NC_017645.1,160573,173,9,1,10,,2 (A),ETEC
GCA_000212715.2,ASM21271v2,Escherichia coli UMNK88,Plasmid,CP002730.1,NC_017639.1,81883,87,10,7,14,,2 (A),ETEC
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Chromosome,CP011134.1,NZ_CP011134.1,5000386,4582,78,97,86,132/142,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011135.1,NZ_CP011135.1,70533,80,2,2,3,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011136.1,NZ_CP011136.1,97864,94,18,17,19,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011137.1,NZ_CP011137.1,6989,10,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011138.1,NZ_CP011138.1,5631,8,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011143.1,NZ_CP011143.1,1552,2,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011139.1,NZ_CP011139.1,5164,4,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011140.1,NZ_CP011140.1,4075,4,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011141.1,NZ_CP011141.1,2089,3,0,0,0,,2 (A),
GCA_000968515.1,ASM96851v1,Escherichia coli VR50,Plasmid,CP011142.1,NZ_CP011142.1,1783,1,0,0,0,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Chromosome,CP026580.2,na,4833062,4844,0,89,-,120/128,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026572.2,na,6200,9,0,1,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026573.2,na,3684,6,0,0,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026574.2,na,2959,5,0,0,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026575.2,na,2444,3,0,0,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026576.2,na,70688,102,0,5,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026577.2,na,46161,62,0,5,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026578.2,na,121908,119,0,17,-,,2 (A),
GCA_002945135.2,ASM294513v2,Escherichia coli WCHEC005237,Plasmid,CP026579.1,na,100229,138,0,7,-,,2 (A),
GCA_003051985.2,ASM305198v2,Escherichia coli WCHEC005784,Chromosome,CP028578.2,na,4812358,4844,0,82,-,109/120,2 (A),
GCA_003051985.2,ASM305198v2,Escherichia coli WCHEC005784,Plasmid,CP028576.1,na,112422,176,0,20,-,,2 (A),
GCA_003051985.2,ASM305198v2,Escherichia coli WCHEC005784,Plasmid,CP028577.1,na,46161,63,0,5,-,,2 (A),
GCA_003051985.2,ASM305198v2,Escherichia coli WCHEC005784,Plasmid,CP028575.2,na,1564,3,0,0,-,,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Chromosome,CP019213.2,na,4670066,4709,0,100,-,139/153,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Plasmid,CP019215.2,na,84615,119,0,0,-,,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Plasmid,CP028466.1,na,3398,5,0,0,-,,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Plasmid,CP028467.1,na,1532,1,0,0,-,,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Plasmid,CP019214.2,na,289112,322,0,27,-,,2 (A),
GCA_001969285.3,ASM196928v3,Escherichia coli WCHEC050613,Plasmid,CP019216.2,na,78444,97,0,26,-,,2 (A),
GCA_002761835.1,ASM276183v1,Escherichia coli WG5,Chromosome,CP024090.1,NZ_CP024090.1,4592887,4536,0,73,76,106/114,2 (A),
GCA_001860505.1,ASM186050v1,Escherichia coli Y5,Chromosome,CP013483.1,NZ_CP013483.1,4839266,4585,0,0,66,117/126,2 (A),
GCA_001596115.1,ASM159611v1,Shigella sp. PAMC 28760,Chromosome,CP014768.1,NZ_CP014768.1,4558287,4387,0,0,58,112/123,2 (A),
GCA_001677475.1,ASM167747v1,Escherichia coli 06-00048,Chromosome,CP015229.1,NZ_CP015229.1,5498453,5251,0,0,45,88/107,3 (E),STEC
GCA_001677475.1,ASM167747v1,Escherichia coli 06-00048,Plasmid,CP012498.1,NZ_CP012498.1,213847,208,0,0,32,,3 (E),STEC
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Chromosome,CP024147.1,NZ_CP024147.1,4639454,4677,0,113,114,99/112,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024150.1,NZ_CP024150.1,108710,135,0,14,14,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024151.1,NZ_CP024151.1,97858,129,0,11,13,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024152.1,NZ_CP024152.1,87351,118,0,0,0,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024153.1,NZ_CP024153.1,98181,120,0,23,23,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024154.1,NZ_CP024154.1,84404,112,0,1,1,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024149.1,NZ_CP024149.1,33301,46,0,1,1,,3 (E),
GCA_002854065.1,ASM285406v1,Escherichia coli 14EC033,Plasmid,CP024148.1,NZ_CP024148.1,62585,87,0,1,1,,3 (E),
GCA_002058765.1,ASM205876v1,Escherichia coli DSM 103246,Chromosome,CP019944.1,NZ_CP019944.1,5445834,5058,0,69,99,174/196,3 (E),
GCA_002196495.1,ASM219649v1,Escherichia coli EC1515,Chromosome,CP021844.1,NZ_CP021844.1,5167363,5088,0,42,47,84/97,3 (E),
GCA_002196495.1,ASM219649v1,Escherichia coli EC1515,Plasmid,CP021847.1,NZ_CP021847.1,84091,119,0,7,7,,3 (E),
GCA_002196495.1,ASM219649v1,Escherichia coli EC1515,Plasmid,CP021845.1,NZ_CP021845.1,125099,165,0,6,6,,3 (E),
GCA_002196495.1,ASM219649v1,Escherichia coli EC1515,Plasmid,CP021846.1,NZ_CP021846.1,92350,120,0,23,27,,3 (E),
GCA_002196475.1,ASM219647v1,Escherichia coli EC974,Chromosome,CP021840.1,NZ_CP021840.1,5167701,5091,0,42,49,85/98,3 (E),
GCA_002196475.1,ASM219647v1,Escherichia coli EC974,Plasmid,CP021842.1,NZ_CP021842.1,92385,122,0,23,27,,3 (E),
GCA_002196475.1,ASM219647v1,Escherichia coli EC974,Plasmid,CP021843.1,NZ_CP021843.1,78672,110,0,7,7,,3 (E),
GCA_002196475.1,ASM219647v1,Escherichia coli EC974,Plasmid,CP021841.1,NZ_CP021841.1,118934,157,0,6,6,,3 (E),
GCA_000520035.1,ASM52003v1,Escherichia coli O145:H28 str. RM13514,Chromosome,CP006027.1,NZ_CP006027.1,5585613,5613,91,1,80,139/156,3 (E),STEC
GCA_000520035.1,ASM52003v1,Escherichia coli O145:H28 str. RM13514,Plasmid,CP006029.1,NZ_CP006029.1,64561,69,6,0,7,,3 (E),STEC
GCA_000520035.1,ASM52003v1,Escherichia coli O145:H28 str. RM13514,Plasmid,CP006028.1,NZ_CP006028.1,87120,94,27,0,19,,3 (E),STEC
GCA_000008865.2,ASM886v2,Escherichia coli O157:H7 str. Sakai RIMD 0509952,Chromosome,BA000007.3,NC_002695.2,5498578,5203,0,35,35,118/135,3 (E),STEC
GCA_000008865.2,ASM886v2,Escherichia coli O157:H7 str. Sakai RIMD 0509952,Plasmid,AB011549.2,NC_002128.1,92721,83,0,0,0,,3 (E),STEC
GCA_000008865.2,ASM886v2,Escherichia coli O157:H7 str. Sakai RIMD 0509952,Plasmid,AB011548.2,NC_002127.1,3306,3,0,0,0,,3 (E),STEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Chromosome,CP003109.1,NC_017656.1,5263980,4912,0,13,34,48/60,3 (E),EPEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Plasmid,CP003114.1,NC_017655.1,5954,9,0,0,0,,3 (E),EPEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Plasmid,CP003113.1,NC_017658.1,6211,7,0,0,1,,3 (E),EPEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Plasmid,CP003112.1,NC_017654.1,12068,15,0,0,2,,3 (E),EPEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Plasmid,CP003111.1,NC_017657.1,66078,79,0,2,10,,3 (E),EPEC
GCA_000245515.1,ASM24551v1,Escherichia coli O55:H7 str. RM12579,Plasmid,CP003110.1,NC_017653.1,94015,106,0,0,0,,3 (E),EPEC
GCA_000497505.1,ASM49750v1,Shigella dysenteriae 1617,Chromosome,CP006736.1,NC_022912.1,4302517,6145,0,0,0,600/611,3 (E),shigellosis
GCA_000497505.1,ASM49750v1,Shigella dysenteriae 1617,Plasmid,CP006737.1,NC_022899.1,177681,264,0,0,0,,3 (E),shigellosis
GCA_000012005.1,ASM1200v1,Shigella dysenteriae Sd197,Chromosome,CP000034.1,NC_007606.1,4369232,4277,623,0,121,831/842,3 (E),shigellosis
GCA_000012005.1,ASM1200v1,Shigella dysenteriae Sd197,Plasmid,CP000035.1,NC_007607.1,182726,223,48,1,8,,3 (E),shigellosis
GCA_000012005.1,ASM1200v1,Shigella dysenteriae Sd197,Plasmid,CP000640.1,NC_009344.1,8953,8,0,1,1,,3 (E),shigellosis
GCA_002310695.1,ASM231069v1,Escherichia coli 1428,Chromosome,CP023366.1,NZ_CP023366.1,4986712,4952,0,41,40,55/67,5 (F),
GCA_002310695.1,ASM231069v1,Escherichia coli 1428,Plasmid,CP023367.1,NZ_CP023367.1,111523,138,0,10,10,,5 (F),
GCA_002310695.1,ASM231069v1,Escherichia coli 1428,Plasmid,CP023368.1,NZ_CP023368.1,48774,71,0,0,0,,5 (F),
GCA_002310695.1,ASM231069v1,Escherichia coli 1428,Plasmid,CP023369.1,NZ_CP023369.1,66332,109,0,0,0,,5 (F),
GCA_002310695.1,ASM231069v1,Escherichia coli 1428,Plasmid,CP023370.1,NZ_CP023370.1,96402,129,0,0,0,,5 (F),
GCA_003204955.1,ASM320495v1,Escherichia coli 2016C-3878,Chromosome,CP029747.1,na,4995456,4956,0,44,-,67/82,5 (F),
GCA_003204955.1,ASM320495v1,Escherichia coli 2016C-3878,Plasmid,CP029748.1,na,276880,340,0,32,-,,5 (F),
GCA_003571685.1,ASM357168v1,Escherichia coli AR_0013,Chromosome,CP032204.1,na,5410835,5528,0,128,-,184/209,5 (F),
GCA_003571685.1,ASM357168v1,Escherichia coli AR_0013,Plasmid,CP032205.1,na,70275,104,0,3,-,,5 (F),
GCA_002948655.1,ASM294865v1,Escherichia coli AR_0077,Chromosome,CP026755.1,na,4987160,4969,0,29,-,60/73,5 (F),
GCA_002948655.1,ASM294865v1,Escherichia coli AR_0077,Plasmid,CP026754.1,na,90045,125,0,6,-,,5 (F),
GCA_002787645.1,ASM278764v1,Escherichia coli CREC-544,Chromosome,CP024826.1,NZ_CP024826.1,4903571,4823,0,42,40,60/74,5 (F),
GCA_002787645.1,ASM278764v1,Escherichia coli CREC-544,Plasmid,CP024827.1,NZ_CP024827.1,122937,165,0,15,15,,5 (F),
GCA_002787645.1,ASM278764v1,Escherichia coli CREC-544,Plasmid,CP024828.1,NZ_CP024828.1,51455,71,0,5,6,,5 (F),
GCA_002787645.1,ASM278764v1,Escherichia coli CREC-544,Plasmid,CP024829.1,NZ_CP024829.1,32182,42,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Chromosome,CP019029.1,NZ_CP019029.1,5262974,5384,0,23,50,92/104,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019028.1,NZ_CP019028.1,147346,215,0,8,18,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019027.1,NZ_CP019027.1,109344,133,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019025.1,NZ_CP019025.1,6647,12,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019024.1,NZ_CP019024.1,4063,4,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019023.1,NZ_CP019023.1,3256,7,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019022.1,NZ_CP019022.1,3087,3,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019021.1,NZ_CP019021.1,1459,2,0,0,0,,5 (F),
GCA_002012225.1,ASM201222v1,Escherichia coli Ecol_881,Plasmid,CP019026.1,NZ_CP019026.1,59373,77,0,2,3,,5 (F),
GCA_000784925.1,ASM78492v1,Escherichia coli ECONIH1,Chromosome,CP009859.1,NZ_CP009859.1,5310511,5034,0,5,74,112/128,5 (F),
GCA_000784925.1,ASM78492v1,Escherichia coli ECONIH1,Plasmid,CP009860.1,NZ_CP009860.1,121385,136,0,0,15,,5 (F),
GCA_000784925.1,ASM78492v1,Escherichia coli ECONIH1,Plasmid,CP009861.1,NZ_CP009861.1,47560,65,0,0,0,,5 (F),
GCA_000784925.1,ASM78492v1,Escherichia coli ECONIH1,Plasmid,CP009862.1,NZ_CP009862.1,80186,87,0,1,12,,5 (F),
GCA_000026345.1,ASM2634v1,Escherichia coli IAI39,Chromosome,CU928164.2,NC_011750.1,5132068,4892,0,197,191,222/238,5 (F),ExPEC
GCA_002214205.1,ASM221420v1,Escherichia coli M160133,Chromosome,CP022164.1,NZ_CP022164.1,4957100,4864,0,42,41,75/88,5 (F),
GCA_002214205.1,ASM221420v1,Escherichia coli M160133,Plasmid,CP022167.1,NZ_CP022167.1,113428,135,0,2,2,,5 (F),
GCA_002214205.1,ASM221420v1,Escherichia coli M160133,Plasmid,CP022165.1,NZ_CP022165.1,233149,260,0,10,11,,5 (F),
GCA_002214205.1,ASM221420v1,Escherichia coli M160133,Plasmid,CP022166.1,NZ_CP022166.1,173624,215,0,18,18,,5 (F),
GCA_002357895.1,ASM235789v1,Escherichia coli MRY15-117,Chromosome,AP017617.1,NZ_AP017617.1,5117319,4707,0,16,64,102/116,5 (F),
GCA_002357895.1,ASM235789v1,Escherichia coli MRY15-117,Plasmid,AP017618.1,NZ_AP017618.1,116529,156,0,25,24,,5 (F),
GCA_002357895.1,ASM235789v1,Escherichia coli MRY15-117,Plasmid,AP017619.1,NZ_AP017619.1,61223,78,1,0,1,,5 (F),
GCA_002357875.1,ASM235787v1,Escherichia coli MRY15-131,Chromosome,AP017620.1,NZ_AP017620.1,5042704,4652,0,17,63,102/115,5 (F),
GCA_002357875.1,ASM235787v1,Escherichia coli MRY15-131,Plasmid,AP017621.1,NZ_AP017621.1,116529,156,0,25,24,,5 (F),
GCA_002357875.1,ASM235787v1,Escherichia coli MRY15-131,Plasmid,AP017622.1,NZ_AP017622.1,60722,78,1,0,1,,5 (F),
GCA_001721525.1,ASM172152v1,Escherichia coli MS6198,Chromosome,CP015834.1,NZ_CP015834.1,5176750,4769,0,10,42,77/89,5 (F),ExPEC
GCA_001721525.1,ASM172152v1,Escherichia coli MS6198,Plasmid,CP015835.1,NZ_CP015835.1,137565,172,5,0,4,,5 (F),ExPEC
GCA_001721525.1,ASM172152v1,Escherichia coli MS6198,Plasmid,CP015836.1,NZ_CP015836.1,136327,166,0,8,19,,5 (F),ExPEC
GCA_001721525.1,ASM172152v1,Escherichia coli MS6198,Plasmid,CP015837.1,NZ_CP015837.1,98242,113,0,0,0,,5 (F),ExPEC
GCA_001721525.1,ASM172152v1,Escherichia coli MS6198,Plasmid,CP015838.1,NZ_CP015838.1,50899,55,0,0,3,,5 (F),ExPEC
GCA_000227625.1,ASM22762v1,Escherichia coli O7:K1 str. CE10,Chromosome,CP003034.1,NC_017646.1,5313531,5009,70,120,54,155/175,5 (F),ExPEC
GCA_000227625.1,ASM22762v1,Escherichia coli O7:K1 str. CE10,Plasmid,CP003035.1,NC_017647.1,54289,65,8,14,4,,5 (F),ExPEC
GCA_000227625.1,ASM22762v1,Escherichia coli O7:K1 str. CE10,Plasmid,CP003037.1,NC_017649.1,4197,2,0,0,0,,5 (F),ExPEC
GCA_000227625.1,ASM22762v1,Escherichia coli O7:K1 str. CE10,Plasmid,CP003038.1,NC_017650.1,1549,1,0,0,0,,5 (F),ExPEC
GCA_000227625.1,ASM22762v1,Escherichia coli O7:K1 str. CE10,Plasmid,CP003036.1,NC_017648.1,5163,3,0,0,0,,5 (F),ExPEC
GCA_000019645.1,ASM1964v1,Escherichia coli SMS-3-5,Chromosome,CP000970.1,NC_010498.1,5068389,4743,0,68,81,114/126,5 (F),
GCA_000019645.1,ASM1964v1,Escherichia coli SMS-3-5,Plasmid,CP000974.1,NC_010487.1,3565,3,0,0,1,,5 (F),
GCA_000019645.1,ASM1964v1,Escherichia coli SMS-3-5,Plasmid,CP000971.1,NC_010488.1,130440,153,0,24,21,,5 (F),
GCA_000019645.1,ASM1964v1,Escherichia coli SMS-3-5,Plasmid,CP000973.1,NC_010486.1,4074,4,0,0,0,,5 (F),
GCA_000019645.1,ASM1964v1,Escherichia coli SMS-3-5,Plasmid,CP000972.1,NC_010485.1,8909,10,0,0,1,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Chromosome,CP008697.1,NZ_CP008697.1,5056598,4444,0,0,43,81/91,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008718.1,NZ_CP008718.1,4073,2,0,0,0,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008719.1,NZ_CP008719.1,2101,2,0,0,0,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008720.1,NZ_CP008720.1,1544,1,0,0,0,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008721.1,NZ_CP008721.1,1459,0,0,0,0,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008717.1,NZ_CP008717.1,4237,5,0,0,0,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008715.1,NZ_CP008715.1,120653,120,0,0,12,,5 (F),
GCA_001485455.1,ASM148545v1,Escherichia coli ST648,Plasmid,CP008716.1,NZ_CP008716.1,5167,4,0,0,0,,5 (F),
GCA_002966755.1,ASM296675v1,Escherichia coli WB61,Chromosome,CP020025.1,na,4687045,4623,0,25,-,49/57,5 (F),
GCA_002763995.1,ASM276399v1,Escherichia coli,Chromosome,CP024720.1,NZ_CP024720.1,5196957,5284,0,60,60,91/115,6 (B2),
GCA_002763995.1,ASM276399v1,Escherichia coli,Plasmid,CP024722.1,NZ_CP024722.1,5167,5,0,0,0,,6 (B2),
GCA_002763995.1,ASM276399v1,Escherichia coli,Plasmid,CP024721.1,NZ_CP024721.1,111776,159,0,13,13,,6 (B2),
GCA_003095635.1,ASM309563v1,Escherichia coli 104,Chromosome,CP029164.1,na,4971313,5013,0,75,-,106/120,6 (B2),
GCA_002310635.1,ASM231063v1,Escherichia coli 1105,Chromosome,CP023388.1,NZ_CP023388.1,5059652,5061,0,55,55,84/101,6 (B2),
GCA_002310635.1,ASM231063v1,Escherichia coli 1105,Plasmid,CP023389.1,NZ_CP023389.1,74094,103,0,2,2,,6 (B2),
GCA_002853715.1,ASM285371v1,Escherichia coli 14EC020,Chromosome,CP024138.1,na,4914884,4951,0,64,-,100/115,6 (B2),
GCA_002853715.1,ASM285371v1,Escherichia coli 14EC020,Plasmid,CP024140.1,na,166233,214,0,22,-,,6 (B2),
GCA_002853715.1,ASM285371v1,Escherichia coli 14EC020,Plasmid,CP024139.1,na,64765,84,0,2,-,,6 (B2),
GCA_001420955.1,ASM142095v1,Escherichia coli 2009C-3133,Chromosome,CP013025.1,NZ_CP013025.1,5155368,4962,0,0,78,134/153,6 (B2),STEC
GCA_001420955.1,ASM142095v1,Escherichia coli 2009C-3133,Plasmid,CP013026.1,NZ_CP013026.1,63800,72,0,0,3,,6 (B2),STEC
GCA_001420955.1,ASM142095v1,Escherichia coli 2009C-3133,Plasmid,CP013024.1,NZ_CP013024.1,120611,144,0,0,5,,6 (B2),STEC
GCA_001420955.1,ASM142095v1,Escherichia coli 2009C-3133,Plasmid,CP013027.1,NZ_CP013027.1,174564,190,0,0,36,,6 (B2),STEC
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Chromosome,AP017610.1,NZ_AP017610.1,4920828,4566,0,6,62,95/108,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017614.1,NZ_AP017614.1,61805,78,1,0,1,,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017611.1,NZ_AP017611.1,168972,173,0,1,23,,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017612.1,NZ_AP017612.1,108986,127,0,0,0,,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017616.1,NZ_AP017616.1,4073,3,0,0,0,,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017613.1,NZ_AP017613.1,108957,122,0,0,3,,6 (B2),
GCA_002357915.1,ASM235791v1,Escherichia coli 20Ec-P-124,Plasmid,AP017615.1,NZ_AP017615.1,6078,7,0,0,0,,6 (B2),
GCA_002310575.1,ASM231057v1,Escherichia coli 317,Chromosome,CP023357.1,NZ_CP023357.1,5035905,5007,0,49,47,57/69,6 (B2),
GCA_002310575.1,ASM231057v1,Escherichia coli 317,Plasmid,CP023358.1,NZ_CP023358.1,100008,122,0,1,1,,6 (B2),
GCA_000013305.1,ASM1330v1,Escherichia coli 536,Chromosome,CP000247.1,NC_008253.1,4938920,4685,0,25,65,94/110,6 (B2),ExPEC
GCA_000148365.1,ASM14836v1,Escherichia coli ABU 83972,Chromosome,CP001671.1,NC_017631.1,5131397,4793,0,2,53,79/96,6 (B2),
GCA_000148365.1,ASM14836v1,Escherichia coli ABU 83972,Plasmid,CP001833.1,NC_017629.1,1564,3,0,0,0,,6 (B2),
