Seq_id	Size	Description
1	3412234	LEPN.0521.00005
2	3546234	LEPN.0521.00004
3	3515377	LEPN.0521.00011
4	3581477	LEPN.0521.00003
5	3471959	LEPN.0521.00014
6	3503573	LEPN.0521.00022
7	3487066	LEPN.0521.00017
8	3376636	LEPN.0521.00008
9	3498323	LEPN.0521.00018
10	3458914	LEPN.0521.00010
11	3661362	LEPN.0521.00001
12	3363033	LEPN.0521.00019
13	3458918	LEPN.0521.00007
14	3389966	LEPN.0521.00006
15	3460779	LEPN.0521.00002
16	3458918	LEPN.0521.00009
17	3611000	LEPN.0521.00016
18	3555279	LEPN.0521.00015
19	3461540	LEPN.0521.00021
20	3500943	LEPN.0521.00012
21	3548205	LEPN.0521.00020
22	3474810	LEPN.0521.00013
--------------------------------------------------------------------------------
Block #167
Seq_id	Strand	Start	End	Length
8	+	1994462	2067008	72546
9	+	1995713	2066942	71229
10	+	2020578	2093124	72546
11	+	2085891	2157028	71137
12	+	1948843	2020036	71193
13	+	2020581	2093127	72546
14	+	1998256	2070802	72546
15	+	1934603	2005775	71172
16	+	2020581	2093127	72546
17	-	1410402	1339244	71158
18	+	1969223	2040325	71102
19	+	1938255	2009487	71232
20	+	1966195	2037565	71370
21	-	1219275	1148023	71252
22	+	1951026	2022128	71102
--------------------------------------------------------------------------------
Block #80
Seq_id	Strand	Start	End	Length
1	+	2107064	2147953	40889
2	+	2033377	2074188	40811
3	+	2014160	2054385	40225
4	+	2068599	2109410	40811
5	+	2020451	2060491	40040
6	+	2068800	2109675	40875
7	+	2035542	2075767	40225
8	+	2067554	2108131	40577
9	+	2070000	2110874	40874
10	+	2093670	2134247	40577
11	+	2160086	2201023	40937
12	+	2023094	2063968	40874
13	+	2093673	2134250	40577
14	+	2071348	2111925	40577
15	+	2008842	2049067	40225
16	+	2093673	2134250	40577
17	-	1333579	1293304	40275
18	+	2043392	2083617	40225
19	+	2010202	2050237	40035
20	+	2040632	2080857	40225
21	-	1144956	1104731	40225
22	+	2025195	2065420	40225
--------------------------------------------------------------------------------
Block #81
Seq_id	Strand	Start	End	Length
1	+	2160038	2192661	32623
2	+	2090660	2123256	32596
3	+	2062948	2095348	32400
4	+	2125882	2158478	32596
5	+	2069054	2101454	32400
6	+	2118275	2151034	32759
7	+	2084330	2116730	32400
8	+	2118014	2150699	32685
9	+	2119471	2152231	32760
10	+	2144130	2176815	32685
11	+	2216941	2249619	32678
12	+	2072566	2105322	32756
13	+	2144133	2176818	32685
14	+	2121808	2154493	32685
15	+	2057630	2090030	32400
16	+	2144133	2176818	32685
17	-	1283092	1250466	32626
18	+	2093829	2126595	32766
19	+	2058800	2091200	32400
20	+	2089420	2121820	32400
21	-	1096168	1063768	32400
22	+	2073983	2106383	32400
--------------------------------------------------------------------------------
Block #82
Seq_id	Strand	Start	End	Length
1	+	2216977	2223538	6561
2	+	2140163	2146685	6522
3	+	2122161	2128683	6522
4	+	2175385	2181907	6522
5	+	2119585	2126107	6522
6	+	2169203	2175724	6521
7	+	2134861	2141383	6522
8	+	2162346	2169054	6708
9	+	2170400	2176922	6522
10	+	2188462	2195170	6708
11	+	2266526	2273048	6522
12	+	2123507	2130028	6521
13	+	2188465	2195173	6708
14	+	2166140	2172848	6708
15	+	2108161	2114683	6522
16	+	2188465	2195173	6708
17	-	1228145	1221622	6523
18	+	2144726	2151248	6522
19	+	2109331	2115853	6522
20	+	2139951	2146473	6522
21	-	1045637	1039115	6522
22	+	2124514	2131036	6522
--------------------------------------------------------------------------------
Block #83
Seq_id	Strand	Start	End	Length
1	+	2278642	2300177	21535
2	+	2189808	2211773	21965
3	+	2187490	2209003	21513
4	+	2225029	2246994	21965
5	+	2184914	2206427	21513
6	+	2218743	2240701	21958
7	+	2200190	2221703	21513
8	+	2210763	2231371	20608
9	+	2219941	2241899	21958
10	+	2236880	2257410	20530
11	+	2313040	2334999	21959
12	+	2173010	2194967	21957
13	+	2236883	2257413	20530
14	+	2214557	2235165	20608
15	+	2173490	2195003	21513
16	+	2236883	2257413	20530
18	+	2212654	2234167	21513
19	+	2174660	2196173	21513
20	+	2205280	2226793	21513
21	-	980307	958765	21542
22	+	2189843	2211356	21513
--------------------------------------------------------------------------------
Block #84
Seq_id	Strand	Start	End	Length
1	+	2304793	2367226	62433
2	+	2216413	2278910	62497
3	+	2212412	2274675	62263
4	+	2251634	2314131	62497
5	+	2209836	2272099	62263
6	+	2244084	2306580	62496
7	+	2225112	2287375	62263
8	+	2234714	2298775	64061
9	+	2245282	2307780	62498
10	+	2260224	2324279	64055
11	+	2338386	2401025	62639
12	+	2198350	2260850	62500
13	+	2260227	2324282	64055
14	+	2238508	2302569	64061
15	+	2198412	2260675	62263
16	+	2260227	2324282	64055
17	-	1208921	1146658	62263
18	+	2237576	2299839	62263
19	+	2199582	2261845	62263
20	+	2230202	2292465	62263
21	-	955356	893093	62263
22	+	2214765	2277028	62263
--------------------------------------------------------------------------------
Block #85
Seq_id	Strand	Start	End	Length
1	+	2390646	2401257	10611
2	+	2414885	2425480	10595
3	+	2296523	2307119	10596
4	+	2450106	2460701	10595
5	+	2358153	2368749	10596
6	+	2400294	2410889	10595
7	+	2373427	2384023	10596
8	+	2320413	2330930	10517
9	+	2400224	2410819	10595
10	+	2345917	2356434	10517
11	+	2507192	2517785	10593
12	+	2324065	2334662	10597
13	+	2345920	2356437	10517
14	+	2324207	2334724	10517
15	+	2346737	2357333	10596
16	+	2345920	2356437	10517
17	-	1042898	1032301	10597
18	+	2406692	2417289	10597
19	+	2347899	2358495	10596
20	+	2378519	2389115	10596
21	+	2423837	2434433	10596
22	+	2363082	2373678	10596
--------------------------------------------------------------------------------
Block #86
Seq_id	Strand	Start	End	Length
1	+	2401533	2409025	7492
2	+	2426524	2433637	7113
3	+	2307395	2314804	7409
4	+	2461745	2468858	7113
5	+	2369025	2376434	7409
6	+	2411933	2419046	7113
7	+	2384299	2391708	7409
8	+	2332029	2339527	7498
9	+	2411863	2418975	7112
10	+	2357533	2365031	7498
11	+	2518829	2525942	7113
12	+	2335706	2342819	7113
13	+	2357536	2365034	7498
14	+	2335823	2343321	7498
15	+	2357609	2365018	7409
16	+	2357536	2365034	7498
17	-	1032025	1024604	7421
18	+	2417565	2424986	7421
19	+	2358771	2366180	7409
20	+	2389391	2396800	7409
21	+	2434709	2442118	7409
22	+	2373954	2381363	7409
--------------------------------------------------------------------------------
Block #87
Seq_id	Strand	Start	End	Length
1	+	2429467	2435139	5672
2	+	2462067	2467756	5689
3	+	2335218	2340906	5688
4	+	2497288	2502977	5689
5	+	2396848	2402536	5688
6	+	2444302	2449987	5685
7	+	2412122	2417810	5688
8	+	2379501	2385192	5691
9	+	2444232	2449917	5685
10	+	2409813	2415504	5691
11	+	2551200	2556889	5689
12	+	2368077	2373766	5689
13	+	2409816	2415507	5691
14	+	2388103	2393794	5691
15	+	2385432	2391120	5688
16	+	2409816	2415507	5691
17	-	1004259	998571	5688
18	+	2445413	2451101	5688
19	+	2386594	2392282	5688
20	+	2417214	2422902	5688
21	+	2462532	2468220	5688
22	+	2401777	2407465	5688
--------------------------------------------------------------------------------
Block #88
Seq_id	Strand	Start	End	Length
1	+	2436174	2442823	6649
2	+	2468854	2475543	6689
3	+	2341358	2348047	6689
4	+	2504075	2510764	6689
5	+	2402988	2409677	6689
6	+	2451098	2457774	6676
7	+	2418262	2424951	6689
8	+	2386304	2392998	6694
9	+	2451028	2457702	6674
10	+	2416616	2423310	6694
11	+	2558000	2564676	6676
12	+	2374877	2381553	6676
13	+	2416619	2423313	6694
14	+	2394906	2401600	6694
15	+	2391572	2398261	6689
16	+	2416619	2423313	6694
17	-	998119	991430	6689
18	+	2452212	2458888	6676
19	+	2392734	2399423	6689
20	+	2423354	2430043	6689
21	+	2468672	2475361	6689
22	+	2407917	2414606	6689
--------------------------------------------------------------------------------
Block #89
Seq_id	Strand	Start	End	Length
1	+	2446644	2452830	6186
2	+	2479460	2485645	6185
3	+	2352006	2358191	6185
4	+	2514681	2520866	6185
5	+	2413636	2419821	6185
6	+	2472486	2478671	6185
7	+	2428910	2435095	6185
8	+	2398373	2404557	6184
9	+	2472414	2478599	6185
10	+	2428685	2434869	6184
11	+	2568594	2574779	6185
12	+	2385471	2391656	6185
13	+	2428688	2434872	6184
14	+	2406975	2413159	6184
15	+	2402220	2408405	6185
16	+	2428688	2434872	6184
17	-	987471	981286	6185
18	+	2462806	2468991	6185
19	+	2403382	2409567	6185
20	+	2434002	2440187	6185
21	+	2479320	2485505	6185
22	+	2418565	2424750	6185
--------------------------------------------------------------------------------
Block #90
Seq_id	Strand	Start	End	Length
1	+	2460349	2474808	14459
2	+	2495877	2510340	14463
3	+	2368420	2382882	14462
4	+	2531098	2545561	14463
5	+	2430050	2444512	14462
6	+	2488897	2503355	14458
7	+	2445324	2459786	14462
8	+	2414792	2429251	14459
9	+	2488827	2503287	14460
10	+	2445104	2459563	14459
11	+	2585008	2599468	14460
12	+	2401804	2416264	14460
13	+	2445107	2459566	14459
14	+	2423394	2437853	14459
15	+	2418634	2433096	14462
16	+	2445107	2459566	14459
17	-	971057	956589	14468
18	+	2479220	2493682	14462
19	+	2419796	2434258	14462
20	+	2450416	2464878	14462
21	+	2495734	2510196	14462
22	+	2434979	2449441	14462
--------------------------------------------------------------------------------
Block #91
Seq_id	Strand	Start	End	Length
1	+	2477145	2484305	7160
2	+	2514172	2521335	7163
3	+	2385219	2392374	7155
4	+	2549393	2556556	7163
5	+	2446849	2454004	7155
6	+	2505687	2513044	7357
7	+	2462123	2469278	7155
8	+	2431608	2437977	6369
9	+	2505619	2512976	7357
10	+	2461920	2468289	6369
11	+	2601851	2609014	7163
12	+	2418670	2425832	7162
13	+	2461923	2468292	6369
14	+	2440210	2446579	6369
15	+	2435433	2442588	7155
16	+	2461923	2468292	6369
17	-	951765	945298	6467
18	+	2498616	2505771	7155
19	+	2436595	2443750	7155
20	+	2467215	2474370	7155
21	+	2512533	2519688	7155
22	+	2451778	2458933	7155
--------------------------------------------------------------------------------
Block #92
Seq_id	Strand	Start	End	Length
1	+	2484565	2496066	11501
2	+	2521595	2533089	11494
3	+	2392634	2404135	11501
4	+	2556816	2568310	11494
5	+	2454264	2465765	11501
6	+	2513304	2524802	11498
7	+	2469538	2481039	11501
8	+	2438235	2449724	11489
9	+	2513236	2524732	11496
10	+	2468547	2480036	11489
11	+	2610669	2622157	11488
12	+	2426092	2437586	11494
13	+	2468550	2480039	11489
14	+	2446837	2458326	11489
15	+	2442848	2454349	11501
16	+	2468550	2480039	11489
17	-	943581	931820	11761
18	+	2506031	2517532	11501
19	+	2444010	2455511	11501
20	+	2474630	2486131	11501
21	+	2519948	2531449	11501
22	+	2459193	2470694	11501
--------------------------------------------------------------------------------
Block #93
Seq_id	Strand	Start	End	Length
1	+	2496339	2506673	10334
2	+	2533217	2543504	10287
3	+	2404408	2414742	10334
4	+	2568438	2578725	10287
5	+	2466038	2476372	10334
6	+	2525075	2535274	10199
7	+	2481312	2491646	10334
8	+	2449997	2460319	10322
9	+	2525005	2535204	10199
10	+	2480309	2490631	10322
11	+	2622285	2632572	10287
12	+	2437714	2447999	10285
13	+	2480312	2490634	10322
14	+	2458599	2468921	10322
15	+	2454622	2464956	10334
16	+	2480312	2490634	10322
17	-	931547	921163	10384
18	+	2517805	2528138	10333
19	+	2455784	2466118	10334
20	+	2486404	2496738	10334
21	+	2531722	2542056	10334
22	+	2470967	2481301	10334
--------------------------------------------------------------------------------
Block #94
Seq_id	Strand	Start	End	Length
1	+	2506742	2535137	28395
2	+	2543573	2572793	29220
3	+	2414811	2443206	28395
4	+	2578794	2608014	29220
5	+	2476441	2504836	28395
6	+	2535343	2564621	29278
7	+	2491715	2520110	28395
8	+	2460390	2489589	29199
9	+	2535273	2564550	29277
10	+	2490702	2519901	29199
11	+	2632641	2661884	29243
12	+	2448068	2477359	29291
13	+	2490705	2519904	29199
14	+	2468992	2498191	29199
15	+	2465025	2493420	28395
16	+	2490705	2519904	29199
17	-	915709	887462	28247
18	+	2533297	2561552	28255
19	+	2466187	2494582	28395
20	+	2496807	2525202	28395
21	+	2542125	2570520	28395
22	+	2481370	2509765	28395
--------------------------------------------------------------------------------
Block #95
Seq_id	Strand	Start	End	Length
1	+	2539452	2590019	50567
2	+	2573093	2623478	50385
3	+	2443506	2493860	50354
4	+	2608314	2658699	50385
5	+	2505136	2555490	50354
6	+	2568936	2619384	50448
7	+	2520410	2570764	50354
8	+	2493884	2544170	50286
9	+	2568865	2619308	50443
10	+	2524196	2574482	50286
11	+	2662184	2712640	50456
12	+	2481674	2532298	50624
13	+	2524199	2574485	50286
14	+	2502486	2552772	50286
15	+	2493720	2544074	50354
16	+	2524199	2574485	50286
17	-	883147	832987	50160
18	+	2566359	2616497	50138
19	+	2494882	2545236	50354
20	+	2525502	2575856	50354
21	+	2570820	2621174	50354
22	+	2510065	2560419	50354
--------------------------------------------------------------------------------
Block #96
Seq_id	Strand	Start	End	Length
1	+	2590224	2666743	76519
2	+	2631564	2708343	76779
3	+	2494064	2570749	76685
4	+	2666785	2743564	76779
5	+	2555694	2632379	76685
6	+	2625985	2703015	77030
7	+	2570968	2647653	76685
8	+	2545340	2621660	76320
9	+	2625908	2702937	77029
10	+	2575652	2651972	76320
11	+	2719670	2796432	76762
12	+	2539326	2615835	76509
13	+	2575655	2651975	76320
14	+	2553942	2630262	76320
15	+	2544278	2621187	76909
16	+	2575655	2651975	76320
17	-	832669	755848	76821
18	+	2616701	2693760	77059
19	+	2545440	2622125	76685
20	+	2576060	2652745	76685
21	+	2621378	2698063	76685
22	+	2560623	2637308	76685
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
1	+	2704579	2712889	8310
2	+	2804997	2813187	8190
3	+	2711313	2719619	8306
4	+	2840218	2848408	8190
5	+	2668172	2676478	8306
6	+	2784559	2792784	8225
7	+	2683446	2691752	8306
8	+	2655120	2663135	8015
9	+	2779320	2787545	8225
10	+	2685432	2693447	8015
11	+	2899321	2907531	8210
12	+	2642520	2650744	8224
13	+	2685435	2693450	8015
14	+	2663722	2671737	8015
15	+	2656980	2665286	8306
16	+	2685435	2693450	8015
17	-	622025	613718	8307
18	-	2764256	2755949	8307
19	+	2657918	2666224	8306
20	+	2688538	2696844	8306
21	+	2733856	2742162	8306
22	+	2673101	2681407	8306
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
1	+	2719832	2730328	10496
2	+	2817357	2827769	10412
3	+	2726562	2737191	10629
4	+	2852578	2862990	10412
5	+	2683421	2694050	10629
6	+	2795189	2805584	10395
7	+	2698695	2709324	10629
8	+	2670088	2680646	10558
9	+	2789950	2800345	10395
10	+	2700400	2710958	10558
11	+	2914481	2924921	10440
12	+	2653149	2663600	10451
13	+	2700403	2710961	10558
14	+	2678690	2689248	10558
15	+	2672229	2682858	10629
16	+	2700403	2710961	10558
17	-	606776	596147	10629
18	-	2749007	2738378	10629
19	+	2673167	2683796	10629
20	+	2703787	2714416	10629
21	+	2749105	2759734	10629
22	+	2688350	2698979	10629
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
1	+	2734155	2741570	7415
2	+	2839206	2846621	7415
3	+	2741018	2748332	7314
4	+	2874428	2881843	7415
5	+	2697877	2705191	7314
6	+	2813107	2820490	7383
7	+	2713151	2720465	7314
8	+	2688633	2696048	7415
9	+	2807868	2815251	7383
10	+	2718945	2726360	7415
11	+	2933790	2941205	7415
12	+	2671028	2678443	7415
13	+	2718948	2726363	7415
14	+	2697235	2704650	7415
15	+	2686685	2693999	7314
16	+	2718948	2726363	7415
17	-	592320	585006	7314
18	-	2734551	2727237	7314
19	+	2687623	2694937	7314
20	+	2718243	2725557	7314
21	+	2763561	2770875	7314
22	+	2702806	2710120	7314
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
1	+	2741700	2750940	9240
2	+	2846751	2856006	9255
3	+	2748462	2757597	9135
4	+	2881973	2891228	9255
5	+	2705321	2714456	9135
6	+	2820620	2829655	9035
7	+	2720595	2729729	9134
8	+	2696179	2705388	9209
9	+	2815381	2824417	9036
10	+	2726491	2735700	9209
11	+	2942790	2952048	9258
12	+	2678573	2687829	9256
13	+	2726494	2735703	9209
14	+	2704781	2713990	9209
15	+	2694129	2703264	9135
16	+	2726494	2735703	9209
17	-	584876	575742	9134
18	+	2774498	2783632	9134
19	+	2695067	2704202	9135
20	+	2725687	2734822	9135
21	+	2771005	2780140	9135
22	+	2710250	2719385	9135
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
1	+	2762969	2770633	7664
2	+	2868076	2875149	7073
3	+	2766212	2773877	7665
4	+	2903298	2910371	7073
5	+	2723071	2730736	7665
6	+	2839137	2846208	7071
7	+	2738344	2746009	7665
8	+	2712500	2720185	7685
9	+	2833899	2840969	7070
10	+	2742812	2750497	7685
11	+	2961459	2968538	7079
12	+	2697347	2704417	7070
13	+	2742815	2750500	7685
14	+	2721102	2728787	7685
15	+	2711879	2719544	7665
16	+	2742815	2750500	7685
17	-	564528	556863	7665
18	+	2792245	2799910	7665
19	+	2712817	2720482	7665
20	+	2743437	2751102	7665
21	+	2788755	2796420	7665
22	+	2728000	2735665	7665
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
1	+	2772996	2795044	22048
2	+	2887755	2909476	21721
3	+	2781135	2803186	22051
4	+	2922977	2944698	21721
5	+	2737994	2760045	22051
6	+	2857248	2879203	21955
7	+	2753267	2775318	22051
8	+	2727458	2749160	21702
9	+	2852008	2873960	21952
10	+	2757770	2779472	21702
11	+	2979578	3001320	21742
12	+	2715457	2737394	21937
13	+	2757773	2779475	21702
14	+	2736060	2757762	21702
15	+	2726802	2748853	22051
16	+	2757773	2779475	21702
17	-	549604	527562	22042
18	+	2807168	2829214	22046
19	+	2727740	2749791	22051
20	+	2758345	2779965	21620
21	+	2803678	2825729	22051
22	+	2742923	2764974	22051
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
1	+	2796253	2801914	5661
2	+	2909477	2915122	5645
3	+	2803187	2810100	6913
4	+	2944699	2950344	5645
5	+	2760046	2766959	6913
6	+	2879204	2884849	5645
7	+	2775319	2782232	6913
8	+	2749161	2754911	5750
9	+	2873961	2879606	5645
10	+	2779473	2785223	5750
11	+	3001321	3006966	5645
12	+	2737395	2743040	5645
13	+	2779476	2785226	5750
14	+	2757763	2763513	5750
15	+	2748854	2755767	6913
16	+	2779476	2785226	5750
17	-	527560	521914	5646
18	+	2829215	2834862	5647
19	+	2749792	2756705	6913
20	+	2779966	2786993	7027
21	+	2825730	2832643	6913
22	+	2764975	2771888	6913
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
1	+	2812777	2818231	5454
2	+	2915392	2920810	5418
3	+	2820952	2826415	5463
4	+	2950614	2956032	5418
5	+	2777811	2783274	5463
6	+	2885119	2890530	5411
7	+	2793084	2798547	5463
8	+	2765761	2771294	5533
9	+	2879876	2885287	5411
10	+	2796073	2801606	5533
11	+	3017819	3023250	5431
12	+	2743310	2748721	5411
13	+	2796076	2801609	5533
14	+	2774363	2779896	5533
15	+	2766619	2772082	5463
16	+	2796076	2801609	5533
17	-	511062	505538	5524
18	+	2845714	2851238	5524
19	+	2767557	2773020	5463
20	+	2797845	2803308	5463
21	+	2843495	2848958	5463
22	+	2782740	2788203	5463
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
1	+	2818232	2828764	10532
2	+	2925091	2935625	10534
3	+	2826416	2836934	10518
4	+	2960313	2970847	10534
5	+	2783275	2793793	10518
6	+	2890531	2901060	10529
7	+	2798548	2809066	10518
8	+	2771295	2781764	10469
9	+	2885288	2895816	10528
10	+	2801607	2812076	10469
11	+	3024581	3035115	10534
12	+	2748722	2759251	10529
13	+	2801610	2812079	10469
14	+	2779897	2790366	10469
15	+	2772083	2782601	10518
16	+	2801610	2812079	10469
17	-	505536	495009	10527
18	+	2851239	2861756	10517
19	+	2773021	2783539	10518
20	+	2803309	2813827	10518
21	+	2848959	2859477	10518
22	+	2788204	2798722	10518
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
1	+	2828771	2841069	12298
2	+	2935632	2948230	12598
3	+	2838551	2851278	12727
4	+	2970854	2983452	12598
5	+	2795410	2808137	12727
6	+	2901067	2913664	12597
7	+	2810683	2823410	12727
8	+	2781771	2794007	12236
9	+	2895823	2908421	12598
10	+	2812083	2824319	12236
11	+	3035122	3047720	12598
12	+	2759258	2771854	12596
13	+	2812086	2824322	12236
14	+	2790373	2802609	12236
15	+	2784218	2796945	12727
16	+	2812086	2824322	12236
17	-	493391	480667	12724
18	+	2863373	2876100	12727
19	+	2785156	2797883	12727
20	+	2815444	2828171	12727
21	+	2861094	2873821	12727
22	+	2800339	2813066	12727
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
1	+	2842821	2853063	10242
2	+	2949984	2960211	10227
3	+	2853031	2863274	10243
4	+	2985206	2995433	10227
5	+	2809890	2820133	10243
6	+	2915417	2925644	10227
7	+	2825163	2835406	10243
8	+	2802476	2812653	10177
9	+	2910175	2920402	10227
10	+	2832789	2842966	10177
11	+	3049474	3059701	10227
12	+	2773608	2783835	10227
13	+	2832792	2842969	10177
14	+	2811079	2821256	10177
15	+	2798698	2808941	10243
16	+	2832792	2842969	10177
17	-	476315	466072	10243
18	+	2877853	2888096	10243
19	+	2799636	2809879	10243
20	+	2829924	2840167	10243
21	+	2875574	2885817	10243
22	+	2814819	2825062	10243
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
1	+	2858383	2870875	12492
2	+	2965502	2978141	12639
3	+	2868634	2881276	12642
4	+	3000724	3013363	12639
5	+	2825493	2838135	12642
6	+	2930935	2943558	12623
7	+	2840766	2853408	12642
8	+	2817974	2830465	12491
9	+	2925693	2938316	12623
10	+	2848287	2860778	12491
11	+	3064992	3077616	12624
12	+	2789126	2801749	12623
13	+	2848290	2860781	12491
14	+	2826577	2839068	12491
15	+	2814301	2826943	12642
16	+	2848290	2860781	12491
17	-	460711	448070	12641
18	+	2893456	2905948	12492
19	+	2815239	2827881	12642
20	+	2845527	2858169	12642
21	+	2891177	2903819	12642
22	+	2830422	2843064	12642
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
1	+	2888423	2894912	6489
2	+	2997705	3004189	6484
3	+	2898825	2905315	6490
4	+	3032927	3039411	6484
5	+	2855684	2862174	6490
6	+	2963124	2969497	6373
7	+	2870957	2877447	6490
8	+	2841852	2848453	6601
9	+	2957882	2964254	6372
10	+	2872165	2878766	6601
11	+	3093565	3099939	6374
12	+	2821317	2827688	6371
13	+	2872168	2878769	6601
14	+	2850455	2857056	6601
15	+	2844492	2850982	6490
16	+	2872168	2878769	6601
17	-	430521	424032	6489
18	+	2923501	2929990	6489
19	+	2845430	2851920	6490
20	+	2875718	2882208	6490
21	+	2921368	2927858	6490
22	+	2860613	2867103	6490
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
1	+	2900449	2916519	16070
2	+	3012697	3028805	16108
3	+	2909785	2925859	16074
4	+	3047919	3064027	16108
5	+	2866644	2882718	16074
6	+	2974821	2991479	16658
7	+	2881917	2897991	16074
8	+	2854318	2873267	18949
9	+	2969578	2986236	16658
10	+	2884631	2903580	18949
11	+	3104322	3120982	16660
12	+	2833012	2849672	16660
13	+	2884634	2903583	18949
14	+	2862921	2881870	18949
15	+	2855452	2871526	16074
16	+	2884634	2903583	18949
17	-	419562	403490	16072
18	+	2937057	2953127	16070
19	+	2856390	2872464	16074
20	+	2886678	2902752	16074
21	+	2932328	2948402	16074
22	+	2871573	2887647	16074
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
1	+	2921775	2978148	56373
2	+	3035503	3091778	56275
3	+	3028023	3084654	56631
4	+	3070725	3127000	56275
5	+	2984882	3041519	56637
6	+	3004127	3061179	57052
7	+	3000155	3056792	56637
8	+	2886835	2943062	56227
9	+	2998883	3055936	57053
10	+	2969113	3025340	56227
11	+	3147812	3204552	56740
12	+	2863559	2920613	57054
13	+	2969116	3025343	56227
14	+	2895438	2951665	56227
15	+	2973703	3030340	56637
16	+	2969116	3025343	56227
17	+	3123758	3180317	56559
18	+	3062979	3119603	56624
19	+	2974628	3031265	56637
20	+	3004916	3061553	56637
21	+	3050566	3107203	56637
22	+	2991812	3048449	56637
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
1	+	2980910	3005976	25066
2	+	3094541	3119616	25075
3	+	3084794	3110033	25239
4	+	3129763	3154838	25075
5	+	3041653	3066723	25070
6	+	3063940	3088999	25059
7	+	3056926	3081996	25070
8	+	2943196	2968287	25091
9	+	3058697	3083757	25060
10	+	3025474	3050565	25091
11	+	3207313	3232365	25052
12	+	2923374	2948434	25060
13	+	3025477	3050568	25091
14	+	2951799	2976890	25091
15	+	3030474	3055544	25070
16	+	3025477	3050568	25091
17	+	3180451	3205521	25070
18	+	3119737	3144807	25070
19	+	3031399	3056469	25070
20	+	3061687	3086757	25070
21	+	3107337	3132407	25070
22	+	3048583	3073653	25070
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
1	+	3008828	3113902	105074
2	+	3119968	3228023	108055
3	+	3112882	3219470	106588
4	+	3155190	3263245	108055
5	+	3069575	3175875	106300
6	+	3089350	3197253	107903
7	+	3084848	3191148	106300
8	+	2971009	3076661	105652
9	+	3084108	3192009	107901
10	+	3053287	3158938	105651
11	+	3232714	3340707	107993
12	+	2948785	3056722	107937
13	+	3053290	3158942	105652
14	+	2979612	3085264	105652
15	+	3058396	3164696	106300
16	+	3053290	3158942	105652
17	+	3208373	3313590	105217
18	+	3150256	3255472	105216
19	+	3059321	3165621	106300
20	+	3089609	3195909	106300
21	+	3135259	3241559	106300
22	+	3076505	3182805	106300
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
1	+	3121151	3130565	9414
2	+	3234044	3243473	9429
3	+	3225477	3234892	9415
4	+	3269266	3278695	9429
5	+	3181882	3191297	9415
6	+	3203259	3212688	9429
7	+	3197155	3206570	9415
8	+	3082687	3092226	9539
9	+	3198015	3207444	9429
10	+	3164964	3174503	9539
11	+	3348168	3357613	9445
12	+	3062728	3072157	9429
13	+	3164968	3174507	9539
14	+	3096061	3105600	9539
15	+	3170703	3180118	9415
16	+	3164968	3174507	9539
17	+	3319597	3329012	9415
18	+	3261478	3270899	9421
19	+	3171628	3181043	9415
20	+	3201916	3211331	9415
21	+	3247566	3256981	9415
22	+	3188812	3198227	9415
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
1	+	3130567	3175714	45147
2	+	3243475	3288707	45232
3	+	3234894	3280026	45132
4	+	3278697	3323929	45232
5	+	3191299	3236443	45144
6	+	3212690	3257923	45233
7	+	3206572	3251716	45144
8	+	3092228	3137503	45275
9	+	3207446	3252676	45230
10	+	3174505	3219780	45275
11	+	3359080	3404300	45220
12	+	3072159	3117390	45231
13	+	3174509	3219784	45275
14	+	3105602	3150877	45275
15	+	3180120	3225264	45144
16	+	3174509	3219784	45275
17	+	3329014	3374159	45145
18	+	3270901	3316049	45148
19	+	3181045	3226189	45144
20	+	3211333	3256477	45144
21	+	3256983	3302131	45148
22	+	3198229	3243373	45144
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
1	+	3175716	3195668	19952
2	+	3288709	3308598	19889
3	+	3280028	3299977	19949
4	+	3323931	3343820	19889
5	+	3236445	3256394	19949
6	+	3257925	3277814	19889
7	+	3251718	3271667	19949
8	+	3137505	3157353	19848
